,HAZMAT,IS_WEEKEND,Vessel_size_category,VTT,AVERAGE_BERTH_TIME,Total_Arrival_in_Window,Terminals_in_Port,UNIQUE_VESSELS_RATIO,ARRIVALS_RATIO,Actual,Predicted,Error,Absolute Error
518,0,1,0,47.583333333333336,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,62.81666666666667,40.43885974483032,22.377806921836353,22.377806921836353
660,1,0,2,98.6,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,274.8333333333333,212.0212256004463,62.81210773288703,62.81210773288703
580,0,0,0,107.16666666666669,117.2535460992908,1325,1,1.0,1.0,79.65,90.53915739911714,-10.889157399117138,10.889157399117138
424,0,1,0,11.5,24.482582582582584,4850,3,0.1111111111111111,0.036036036036036,633.5,618.8475745355278,14.65242546447223,14.65242546447223
18,0,0,0,28.633333333333333,29.420617283950616,2088,1,1.0,1.0,94.81666666666666,102.41191191401538,-7.595245247348714,7.595245247348714
693,1,1,2,44.75,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,219.01666666666668,179.47883458774007,39.53783207892661,39.53783207892661
549,0,0,2,191.7,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,171.08333333333334,197.4661402191223,-26.382806885788966,26.382806885788966
398,0,0,0,124.06666666666666,117.2535460992908,1325,1,1.0,1.0,119.61666666666666,156.84253928533155,-37.225872618664894,37.225872618664894
367,1,0,2,99.58333333333331,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,136.85,142.1227589993662,-5.272758999366204,5.272758999366204
83,0,1,0,18.08333333333333,29.420617283950616,2088,1,1.0,1.0,13.55,15.742612408550112,-2.1926124085501115,2.1926124085501115
61,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,152.76666666666668,93.40886410460962,59.35780256205706,59.35780256205706
688,1,0,2,25.6,29.420617283950616,2088,1,1.0,1.0,62.1,67.1436383881499,-5.043638388149894,5.043638388149894
272,0,0,2,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,121.91666666666669,85.82806590859208,36.088600758074605,36.088600758074605
285,0,1,2,76.16666666666667,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,71.06666666666666,71.42759901304937,-0.360932346382711,0.360932346382711
360,0,1,2,25.83333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,119.28333333333332,136.0257266072148,-16.74239327388149,16.74239327388149
354,1,0,2,31.83333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,124.6,132.93587544538545,-8.335875445385454,8.335875445385454
843,0,1,2,29.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,78.36666666666666,70.50728962333936,7.859377043327299,7.859377043327299
278,1,0,2,52.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,147.95,145.1157053636325,2.8342946363675026,2.8342946363675026
12,0,0,0,28.633333333333333,29.420617283950616,2088,1,1.0,1.0,71.93333333333334,102.41191191401538,-30.47857858068204,30.47857858068204
182,0,0,2,24.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,64.7,103.01388430403125,-38.31388430403125,38.31388430403125
368,1,0,2,99.58333333333331,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,137.01666666666668,142.1227589993662,-5.106092332699518,5.106092332699518
456,0,0,2,113.01666666666668,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,205.7,222.57914048616507,-16.879140486165085,16.879140486165085
595,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,62.63333333333333,117.22190623506889,-54.58857290173555,54.58857290173555
223,0,0,0,31.23333333333333,29.420617283950616,2088,1,1.0,1.0,22.15,27.50405083756999,-5.354050837569993,5.354050837569993
799,0,0,2,24.0,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,84.88333333333334,145.07114081933932,-60.18780748600598,60.18780748600598
677,1,1,2,30.2,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,106.46666666666668,116.90808541086058,-10.441418744193896,10.441418744193896
467,1,0,2,98.75,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,116.06666666666666,131.7155363859347,-15.648869719268049,15.648869719268049
479,1,0,2,123.0,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,124.93333333333334,101.47863242086143,23.454700912471907,23.454700912471907
858,0,0,2,20.08333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,158.55,145.27008186318076,13.279918136819248,13.279918136819248
589,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,124.56666666666666,117.22190623506889,7.344760431597777,7.344760431597777
176,1,0,2,59.66666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,141.1,164.33211816548655,-23.232118165486554,23.232118165486554
644,1,1,2,38.13333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,72.05,70.79970932393536,1.2502906760646368,1.2502906760646368
740,0,0,2,42.48333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,165.13333333333333,159.2183369683652,5.914996364968118,5.914996364968118
920,0,0,2,27.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,251.88333333333333,389.0843187469004,-137.20098541356708,137.20098541356708
493,0,0,2,114.41666666666669,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,135.5,110.95459233041899,24.54540766958101,24.54540766958101
483,0,0,2,30.9,29.420617283950616,2088,1,1.0,1.0,49.083333333333336,50.588507039058854,-1.5051737057255181,1.5051737057255181
163,0,0,2,22.75,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,36.36666666666667,45.93472003129213,-9.568053364625463,9.568053364625463
248,0,0,2,26.3,20.633333333333336,6,1,1.0,1.0,129.25,105.08095387991322,24.169046120086776,24.169046120086776
961,0,0,2,41.75,36.58333333333333,108,1,1.0,1.0,13.0,20.604112328142506,-7.604112328142506,7.604112328142506
857,0,0,2,20.08333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,174.4,145.27008186318076,29.129918136819242,29.129918136819242
749,1,0,2,16.166666666666668,17.120833333333334,8,1,1.0,1.0,71.33333333333333,65.45707810229196,5.87625523104137,5.87625523104137
375,0,0,0,203.0833333333333,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,129.65,169.90723012182679,-40.25723012182678,40.25723012182678
412,1,1,2,86.08333333333333,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,67.06666666666666,71.78999244933011,-4.723325782663451,4.723325782663451
74,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,32.083333333333336,93.40886410460962,-61.325530771276284,61.325530771276284
113,0,0,0,46.11666666666667,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,29.35,30.51157277489939,-1.161572774899387,1.161572774899387
903,0,0,2,23.666666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,29.766666666666666,41.10656194948573,-11.339895282819064,11.339895282819064
541,0,1,2,43.8,48.410833333333336,174,2,0.8571428571428571,0.875,137.31666666666666,129.9085575007024,7.408109165964277,7.408109165964277
390,0,0,0,124.06666666666666,117.2535460992908,1325,1,1.0,1.0,162.11666666666667,156.84253928533155,5.27412738133512,5.27412738133512
104,0,0,0,43.833333333333336,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,102.96666666666668,101.27162876465317,1.6950379020135102,1.6950379020135102
114,0,0,0,46.11666666666667,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,29.45,30.51157277489939,-1.061572774899389,1.061572774899389
417,0,0,2,120.43333333333334,48.410833333333336,174,2,0.8571428571428571,0.875,177.43333333333334,201.93049866818453,-24.49716533485119,24.49716533485119
618,0,0,2,85.58333333333333,98.04411764705884,49,1,1.0,1.0,28.58333333333333,64.68388307961081,-36.10054974627748,36.10054974627748
409,1,1,2,107.81666666666666,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,49.333333333333336,62.82400199447335,-13.490668661140013,13.490668661140013
92,0,0,2,24.83333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,112.33333333333331,90.1348373467712,22.198495986562108,22.198495986562108
545,0,1,2,43.8,48.410833333333336,174,2,0.8571428571428571,0.875,103.28333333333332,129.9085575007024,-26.62522416736907,26.62522416736907
89,0,1,2,54.25,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,104.08333333333331,113.78490578416032,-9.701572450827001,9.701572450827001
336,0,1,2,48.91666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,79.08333333333333,89.27937314360518,-10.196039810271856,10.196039810271856
958,0,1,2,193.9333333333333,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,96.48333333333332,172.91004798734903,-76.42671465401571,76.42671465401571
892,0,0,0,17.333333333333332,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,68.66666666666667,71.34449135640317,-2.6778246897364966,2.6778246897364966
904,0,0,2,23.666666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,27.98333333333333,41.10656194948573,-13.1232286161524,13.1232286161524
650,1,0,2,80.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,170.26666666666668,182.1446058368374,-11.87793917017072,11.87793917017072
796,0,0,2,24.75,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,86.8,118.11567163647985,-31.31567163647985,31.31567163647985
591,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,104.76666666666668,117.22190623506889,-12.455239568402206,12.455239568402206
94,0,0,2,24.83333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,56.28333333333333,90.1348373467712,-33.851504013437875,33.851504013437875
11,0,0,0,28.633333333333333,29.420617283950616,2088,1,1.0,1.0,93.81666666666666,102.41191191401538,-8.595245247348714,8.595245247348714
396,0,0,0,124.06666666666666,117.2535460992908,1325,1,1.0,1.0,140.0,156.84253928533155,-16.842539285331554,16.842539285331554
514,1,0,2,98.6,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,190.9333333333333,212.0212256004463,-21.087892267112977,21.087892267112977
43,0,0,0,14.483333333333333,19.226530612244897,760,1,1.0,1.0,117.63333333333334,104.99693745874337,12.636395874589965,12.636395874589965
42,0,0,0,14.483333333333333,19.226530612244897,760,1,1.0,1.0,89.4,104.99693745874337,-15.59693745874337,15.59693745874337
329,0,0,0,95.18333333333334,117.2535460992908,1325,1,1.0,1.0,249.8,260.10212629823764,-10.302126298237624,10.302126298237624
167,0,0,0,62.1,41.09047619047619,3237,3,0.0681818181818181,0.0204081632653061,107.85,91.76653301621707,16.083466983782927,16.083466983782927
811,0,0,2,23.0,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,166.1,199.17232108682012,-33.072321086820125,33.072321086820125
848,0,1,2,29.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,76.4,70.50728962333936,5.892710376660645,5.892710376660645
578,1,1,2,36.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,126.56666666666666,136.74694563558424,-10.180278968917577,10.180278968917577
732,0,0,2,24.916666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,105.38333333333334,124.20192715469553,-18.818593821362185,18.818593821362185
100,0,0,2,21.4,48.410833333333336,174,2,0.8571428571428571,0.875,134.46666666666667,141.1055744079784,-6.638907741311726,6.638907741311726
426,0,1,2,31.58333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,91.03333333333332,97.75455077936907,-6.721217446035752,6.721217446035752
178,0,0,2,24.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,97.98333333333332,103.01388430403125,-5.030550970697931,5.030550970697931
444,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,197.86666666666667,148.59485564674657,49.27181101992011,49.27181101992011
416,0,0,2,120.43333333333334,48.410833333333336,174,2,0.8571428571428571,0.875,211.5833333333333,201.93049866818453,9.65283466514876,9.65283466514876
665,1,1,2,48.25,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,100.71666666666668,118.91213398953023,-18.19546732286355,18.19546732286355
854,0,0,2,20.08333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,78.28333333333333,145.27008186318076,-66.98674852984743,66.98674852984743
715,1,0,2,70.0,60.25136612021858,640,2,0.4285714285714285,0.1967213114754098,195.63333333333333,151.83415076255818,43.799182570775145,43.799182570775145
177,0,1,2,122.51666666666668,98.04411764705884,49,1,1.0,1.0,248.66666666666663,211.37949175101028,37.28717491565635,37.28717491565635
395,0,0,0,124.06666666666666,117.2535460992908,1325,1,1.0,1.0,161.86666666666667,156.84253928533155,5.02412738133512,5.02412738133512
786,0,0,0,22.516666666666666,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,42.46666666666667,51.2403597158679,-8.773693049201235,8.773693049201235
947,0,0,2,15.5,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,82.11666666666666,84.0792595195264,-1.9625928528597427,1.9625928528597427
662,1,1,2,48.25,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,100.71666666666668,118.91213398953023,-18.19546732286355,18.19546732286355
383,0,0,2,84.78333333333333,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,150.3,166.78883733500535,-16.488837335005343,16.488837335005343
257,0,0,0,26.166666666666668,29.420617283950616,2088,1,1.0,1.0,74.23333333333333,45.45897683926471,28.774356494068627,28.774356494068627
519,0,1,0,47.583333333333336,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,43.55,40.43885974483032,3.11114025516968,3.11114025516968
335,0,0,2,45.1,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,124.75,127.28350238192637,-2.5335023819263682,2.5335023819263682
594,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,101.1,117.22190623506889,-16.12190623506889,16.12190623506889
15,0,0,0,28.633333333333333,29.420617283950616,2088,1,1.0,1.0,98.56666666666666,102.41191191401538,-3.845245247348714,3.845245247348714
3,0,0,0,45.8,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,27.55,67.77860870460924,-40.22860870460924,40.22860870460924
712,0,0,2,42.266666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,165.88333333333333,129.80725538498584,36.07607794834749,36.07607794834749
256,0,0,0,26.166666666666668,29.420617283950616,2088,1,1.0,1.0,50.4,45.45897683926471,4.941023160735291,4.941023160735291
526,0,1,0,47.583333333333336,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,45.98333333333333,40.43885974483032,5.54447358850301,5.54447358850301
734,0,0,2,24.916666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,159.18333333333334,124.20192715469553,34.98140617863781,34.98140617863781
685,1,1,2,30.2,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,107.9,116.90808541086058,-9.008085410860573,9.008085410860573
945,0,0,2,15.5,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,103.03333333333332,84.0792595195264,18.954073813806914,18.954073813806914
393,0,0,0,124.06666666666666,117.2535460992908,1325,1,1.0,1.0,162.16666666666666,156.84253928533155,5.324127381335103,5.324127381335103
222,0,0,0,31.23333333333333,29.420617283950616,2088,1,1.0,1.0,23.683333333333334,27.50405083756999,-3.820717504236658,3.820717504236658
179,0,0,2,24.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,92.53333333333332,103.01388430403125,-10.480550970697934,10.480550970697934
289,0,1,2,76.16666666666667,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,46.43333333333333,71.42759901304937,-24.994265679716044,24.994265679716044
497,0,0,2,94.98333333333332,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,150.56666666666666,137.99677754973462,12.569889116932046,12.569889116932046
324,0,0,2,34.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,264.28333333333336,293.1492898301972,-28.865956496863816,28.865956496863816
669,1,0,2,35.25,29.420617283950616,2088,1,1.0,1.0,108.08333333333331,120.1834373738692,-12.100104040535882,12.100104040535882
9,0,1,2,49.68333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,72.98333333333333,87.08162707089667,-14.098293737563338,14.098293737563338
249,0,0,2,35.5,29.420617283950616,2088,1,1.0,1.0,136.76666666666668,140.87809741682412,-4.111430750157439,4.111430750157439
22,0,0,0,28.633333333333333,29.420617283950616,2088,1,1.0,1.0,75.38333333333334,102.41191191401538,-27.028578580682037,27.028578580682037
356,0,1,2,25.83333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,315.76666666666665,136.0257266072148,179.74094005945184,179.74094005945184
221,0,0,0,31.23333333333333,29.420617283950616,2088,1,1.0,1.0,22.816666666666663,27.50405083756999,-4.687384170903329,4.687384170903329
773,0,1,2,123.05,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,68.98333333333333,134.40434334626985,-65.42101001293652,65.42101001293652
834,0,1,2,20.4,19.226530612244897,760,1,1.0,1.0,58.266666666666666,45.99301343376904,12.273653232897622,12.273653232897622
953,0,0,2,254.5,123.32713963963964,2937,4,0.0967741935483871,0.0472972972972973,210.0,219.9500459517072,-9.95004595170721,9.95004595170721
635,1,1,2,19.75,19.226530612244897,760,1,1.0,1.0,20.6,28.527018907412454,-7.927018907412453,7.927018907412453
340,0,0,2,62.333333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,16.716666666666665,111.70749924783425,-94.99083258116758,94.99083258116758
431,1,1,2,43.8,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,80.21666666666667,99.70635866982407,-19.4896920031574,19.4896920031574
532,0,1,2,106.46666666666668,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,209.4,97.19661210669342,112.20338789330658,112.20338789330658
807,0,0,2,23.0,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,117.51666666666668,199.17232108682012,-81.65565442015344,81.65565442015344
559,0,0,2,101.63333333333334,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,106.91666666666669,148.35731941822806,-41.44065275156137,41.44065275156137
203,0,1,0,20.75,19.226530612244897,760,1,1.0,1.0,60.81666666666667,63.11705884610571,-2.3003921794390365,2.3003921794390365
836,0,0,2,24.83333333333333,29.420617283950616,2088,1,1.0,1.0,12.2,36.16274017203476,-23.96274017203476,23.96274017203476
499,0,0,2,94.98333333333332,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,107.25,137.99677754973462,-30.746777549734617,30.746777549734617
445,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,160.28333333333333,148.59485564674657,11.688477686586765,11.688477686586765
237,0,0,0,136.88333333333333,98.04411764705884,49,1,1.0,1.0,159.46666666666667,138.92749296797524,20.539173698691428,20.539173698691428
93,0,0,2,24.83333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,112.41666666666669,90.1348373467712,22.28182931989548,22.28182931989548
847,0,1,2,29.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,54.15,70.50728962333936,-16.357289623339362,16.357289623339362
539,0,1,2,204.3,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,239.86666666666667,278.621165589907,-38.754498923240305,38.754498923240305
68,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,154.91666666666666,93.40886410460962,61.50780256205704,61.50780256205704
602,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,125.38333333333334,117.22190623506889,8.161427098264454,8.161427098264454
284,0,1,2,38.41666666666666,36.58333333333333,108,1,1.0,1.0,30.58333333333333,34.439575353014675,-3.8562420196813463,3.8562420196813463
778,0,0,0,75.66666666666667,123.32713963963964,2937,4,0.2258064516129032,0.0945945945945946,153.7,147.9138275713687,5.786172428631289,5.786172428631289
434,0,0,2,43.41666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,121.03333333333332,83.76017068779231,37.27316264554101,37.27316264554101
153,0,0,2,21.916666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,39.56666666666667,69.81836037570277,-30.251693709036097,30.251693709036097
75,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,34.1,93.40886410460962,-59.30886410460962,59.30886410460962
708,1,0,2,34.75,29.420617283950616,2088,1,1.0,1.0,46.43333333333333,58.30784838761026,-11.874515054276927,11.874515054276927
446,0,0,2,27.25,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,86.66666666666667,86.45730265484995,0.20936401181671727,0.20936401181671727
188,0,0,2,24.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,118.0,103.01388430403125,14.98611569596875,14.98611569596875
271,0,0,2,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,21.95,85.82806590859208,-63.87806590859208,63.87806590859208
236,1,0,0,95.4,117.2535460992908,1325,1,1.0,1.0,139.91666666666666,151.08233469426557,-11.165668027598912,11.165668027598912
487,0,1,2,17.516666666666666,19.226530612244897,760,1,1.0,1.0,22.25,22.888232135273306,-0.6382321352733058,0.6382321352733058
117,0,0,0,17.633333333333333,19.226530612244897,760,1,1.0,1.0,68.11666666666666,75.727334973768,-7.610668307101335,7.610668307101335
792,0,0,2,15.933333333333334,17.120833333333334,8,1,1.0,1.0,102.73333333333332,89.4759967336337,13.257336599699613,13.257336599699613
512,0,0,2,35.35,48.410833333333336,174,2,0.8571428571428571,0.875,27.116666666666667,44.86863457426964,-17.751967907602975,17.751967907602975
534,1,1,2,106.46666666666668,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,67.98333333333333,76.73257580585039,-8.749242472517054,8.749242472517054
572,0,0,2,20.2,48.410833333333336,174,2,0.8571428571428571,0.875,9.333333333333334,28.65709943513603,-19.323766101802697,19.323766101802697
126,1,0,2,35.416666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,161.75,132.6047716360624,29.145228363937605,29.145228363937605
116,0,1,0,36.9,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,93.66666666666669,68.18496569208872,25.48170097457796,25.48170097457796
473,0,0,2,33.25,36.58333333333333,108,1,1.0,1.0,29.433333333333334,32.09105479234884,-2.6577214590155087,2.6577214590155087
711,1,0,2,24.75,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,102.43333333333334,104.42385175512712,-1.9905184217937801,1.9905184217937801
57,0,0,2,35.68333333333333,25.13589743589744,39,2,0.9090909090909092,0.9230769230769232,81.5,82.33938290796533,-0.8393829079653301,0.8393829079653301
652,1,0,2,80.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,168.5,182.1446058368374,-13.6446058368374,13.6446058368374
883,0,0,2,39.833333333333336,29.420617283950616,2088,1,1.0,1.0,51.98333333333333,57.116689206290985,-5.133355872957658,5.133355872957658
369,1,0,2,99.58333333333331,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,119.01666666666668,142.1227589993662,-23.106092332699518,23.106092332699518
268,1,0,2,20.08333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,75.26666666666667,88.81723662141366,-13.55056995474699,13.55056995474699
46,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,101.16666666666669,93.40886410460962,7.757802562057066,7.757802562057066
349,1,0,2,33.666666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,104.6,135.46195658948153,-30.861956589481537,30.861956589481537
195,0,1,0,20.75,19.226530612244897,760,1,1.0,1.0,113.18333333333334,63.11705884610571,50.06627448722763,50.06627448722763
969,0,0,1,85.63333333333334,85.63333333333334,2,1,1.0,1.0,246.38333333333333,172.23546589699978,74.14786743633354,74.14786743633354
808,0,0,2,23.0,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,164.71666666666667,199.17232108682012,-34.45565442015345,34.45565442015345
713,0,0,2,42.266666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,88.8,129.80725538498584,-41.00725538498584,41.00725538498584
263,0,0,0,17.933333333333334,17.933333333333334,2,1,1.0,1.0,42.7,50.31929887549686,-7.61929887549686,7.61929887549686
443,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,162.03333333333333,148.59485564674657,13.438477686586765,13.438477686586765
653,1,0,2,21.166666666666668,29.420617283950616,2088,1,1.0,1.0,174.83333333333334,174.01401887634407,0.8193144569892752,0.8193144569892752
304,1,0,2,78.33333333333333,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,70.66666666666667,100.57404479083239,-29.907378124165717,29.907378124165717
341,0,0,2,62.333333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,205.4,111.70749924783425,93.69250075216576,93.69250075216576
937,0,0,2,46.93333333333333,29.420617283950616,2088,1,1.0,1.0,805.4,358.52301702252146,446.8769829774785,446.8769829774785
149,0,0,2,20.5,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,32.5,32.67691870557173,-0.17691870557172962,0.17691870557172962
124,0,0,2,48.46666666666667,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,101.41666666666669,107.56044413959387,-6.143777472927184,6.143777472927184
762,0,1,2,21.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,96.31666666666666,70.54273403632742,25.773932630339246,25.773932630339246
50,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,49.98333333333333,93.40886410460962,-43.42553077127629,43.42553077127629
353,1,0,2,33.666666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,153.23333333333332,135.46195658948153,17.77137674385179,17.77137674385179
898,0,1,2,18.6,25.13589743589744,39,2,0.9090909090909092,0.9230769230769232,33.15,40.11200739319141,-6.9620073931914135,6.9620073931914135
142,0,0,2,53.083333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,64.96666666666667,94.84812789695202,-29.881461230285353,29.881461230285353
470,0,0,2,41.6,41.6,2,1,1.0,1.0,27.83333333333333,28.35180585394711,-0.5184725206137806,0.5184725206137806
399,0,0,0,124.06666666666666,117.2535460992908,1325,1,1.0,1.0,120.88333333333334,156.84253928533155,-35.959205951998214,35.959205951998214
605,1,0,2,21.516666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,64.56666666666666,115.80944690707018,-51.24278024040352,51.24278024040352
320,0,0,2,34.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,323.78333333333336,293.1492898301972,30.634043503136184,30.634043503136184
19,0,0,0,28.633333333333333,29.420617283950616,2088,1,1.0,1.0,120.55,102.41191191401538,18.13808808598462,18.13808808598462
783,0,0,0,23.0,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,38.71666666666667,55.32634137218424,-16.60967470551757,16.60967470551757
943,0,0,2,15.5,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,34.083333333333336,84.0792595195264,-49.99592618619307,49.99592618619307
925,0,0,2,101.76666666666668,48.410833333333336,174,2,0.8571428571428571,0.875,180.3333333333333,190.12542542566518,-9.792092092331899,9.792092092331899
407,1,1,0,24.83333333333333,48.410833333333336,174,2,0.1428571428571428,0.125,30.933333333333334,40.186959221654774,-9.25362588832144,9.25362588832144
537,0,1,2,204.3,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,234.78333333333333,278.621165589907,-43.83783225657365,43.83783225657365
907,0,0,2,23.666666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,66.21666666666667,41.10656194948573,25.11010471718094,25.11010471718094
38,0,0,0,16.583333333333332,29.420617283950616,2088,1,1.0,1.0,79.96666666666667,107.69364259948456,-27.726975932817894,27.726975932817894
