,VESSEL,IMO,ORIGIN_PORT,DESTINATION_PORT,ARRIVAL_TIME,GATEOUT_TIME,HAZMAT,IMPORT_DWELL,IMPORT_DWELL_SCALED,RF,Container_Size,IS_WEEKEND
168,ARISTOMENIS,9408841,HONG KONG,LOS ANGELES,2019-11-07 14:49:00,2019-11-13 11:23:00,0,140.56666666666666,10.235575571798073,0,0,0
169,CMA CGM ALMAVIVA,9450648,NHAVA SHEVA,CHARLESTON,2019-11-22 17:49:00,2019-11-26 14:23:00,0,92.56666666666666,8.765613549192729,0,1,0
170,MOL CELEBRATION,9321251,PUSAN,TACOMA,2019-11-08 06:45:00,2019-11-14 12:10:00,0,149.41666666666666,10.464402954001061,0,1,0
171,NYK ORPHEUS,9313008,NAGOYA,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 10:01:00,0,66.78333333333333,7.725106013501016,0,0,1
172,NYK ORPHEUS,9313008,NAGOYA,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 11:29:00,0,68.25,7.791576285097431,0,0,1
173,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2019-11-12 07:25:00,2019-11-15 09:39:00,0,74.23333333333333,8.052347783425427,0,0,0
174,NYK ORPHEUS,9313008,NAGOYA,LOS ANGELES,2019-10-27 15:14:00,2019-10-31 09:16:00,0,90.03333333333333,8.673625600332032,0,0,1
175,NYK ORION,9312999,KOBE,LOS ANGELES,2019-10-31 04:55:00,2019-11-06 15:21:00,0,154.43333333333334,10.58972250478256,0,1,0
176,NYK ORION,9312999,KOBE,LOS ANGELES,2019-10-31 04:55:00,2019-11-06 11:44:00,0,150.81666666666666,10.499682920567095,0,0,0
177,BEAR MOUNTAIN BRIDGE,9463293,NAGOYA,TACOMA,2019-10-27 16:06:00,2019-10-31 13:46:00,0,93.66666666666667,8.804980505301447,0,1,1
178,CMA CGM ALMAVIVA,9450648,NHAVA SHEVA,SAVANNAH,2019-11-21 05:49:00,2019-11-25 12:49:00,0,103.0,9.126045058577786,1,1,0
179,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-29 13:40:00,0,46.43333333333333,6.668091856977103,0,1,1
180,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-29 15:34:00,0,48.333333333333336,6.779786473128097,0,1,1
181,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 08:36:00,0,65.36666666666666,7.659875835908542,0,1,1
182,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 09:05:00,0,65.85,7.68224651770792,0,1,1
183,MOL MISSION,9475650,PUSAN,CHARLESTON,2019-11-28 16:55:00,2019-12-02 10:19:00,0,89.4,8.650332094056838,0,1,0
184,ATHOS,9406738,PUSAN,WILMINGTON,2019-11-27 22:54:00,2019-12-02 16:02:00,0,113.13333333333334,9.451278169949084,0,0,0
185,YM UTILITY,9337470,SHANGHAI,SAVANNAH,2019-11-13 09:15:00,2019-11-14 11:53:00,0,26.633333333333333,5.236427735442412,0,1,0
186,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 08:38:00,0,65.4,7.6614225349583895,0,1,1
187,NYK ORION,9312999,NAGOYA,LOS ANGELES,2019-10-31 04:55:00,2019-11-06 21:25:00,0,160.5,10.737338807743074,0,0,0
188,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 14:00:00,0,70.76666666666667,7.9032284834111834,0,0,1
189,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 08:33:00,0,65.31666666666666,7.657554700731169,0,1,1
190,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 08:32:00,0,65.3,7.6567806989882,0,1,1
191,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 15:40:00,0,72.43333333333334,7.9755745592643885,0,1,1
192,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-20 14:23:00,0,143.21666666666667,10.305178403200616,0,0,0
193,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-20 19:08:00,0,147.96666666666667,10.427606086099034,0,1,0
194,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-20 14:32:00,0,143.36666666666667,10.309089803873986,0,1,0
195,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-21 08:55:00,0,161.75,10.767243213639954,0,1,0
196,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-20 15:03:00,0,143.88333333333333,10.322539441003556,0,0,0
197,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-21 14:47:00,0,167.61666666666667,10.905369518122248,0,0,0
198,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-21 09:17:00,0,162.11666666666667,10.775982963534457,0,0,0
199,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-20 14:42:00,0,143.53333333333333,10.313432280800928,0,0,0
200,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-20 16:25:00,0,145.25,10.357945685586825,0,0,0
201,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-21 09:20:00,0,162.16666666666666,10.777173622347005,0,0,0
202,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-21 13:43:00,0,166.55,10.880522737722012,0,0,0
203,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-21 09:02:00,0,161.86666666666667,10.770025620209042,0,0,0
204,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-20 11:10:00,0,140.0,10.220567066590977,0,0,0
205,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-21 13:50:00,0,166.66666666666666,10.883246037255567,0,0,0
206,NYK ORPHEUS,9313008,TOKYO,OAKLAND,2019-10-31 18:29:00,2019-11-01 11:32:00,0,17.05,4.231050233982182,0,1,0
207,NYK ORION,9312999,NAGOYA,LOS ANGELES,2019-10-31 04:55:00,2019-11-06 11:13:00,0,150.3,10.486691049799177,0,1,0
208,NYK ADONIS,9468293,YANTIAN,LOS ANGELES,2019-11-03 06:07:00,2019-11-08 13:50:00,0,127.71666666666667,9.88368726409939,0,1,1
209,YM MODERATION,9664897,HO CHI MINH,NEW YORK,2019-11-17 17:34:00,2019-11-21 07:17:00,0,85.71666666666667,8.512404525317393,0,1,1
210,MOL MISSION,9475650,SHANGHAI,CHARLESTON,2019-11-28 16:55:00,2019-12-03 14:33:00,0,117.63333333333334,9.588868981180271,0,1,0
211,MOL MISSION,9475650,SHANGHAI,SAVANNAH,2019-11-25 06:20:00,2019-12-02 10:17:00,0,171.95,11.005131253064773,0,1,0
212,MOL MOTIVATOR,9475624,PUSAN,CHARLESTON,2019-11-30 17:38:00,2019-12-03 13:30:00,0,67.86666666666666,7.77430544362714,0,1,1
213,HANOI BRIDGE,9588093,HONG KONG,SAVANNAH,2019-12-02 12:59:00,2019-12-03 16:27:00,0,27.466666666666665,5.310371917883151,0,1,0
214,MOL MISSION,9475650,SHANGHAI,CHARLESTON,2019-11-28 16:55:00,2019-12-02 05:22:00,0,84.45,8.463966825580602,0,1,0
215,YM WARMTH,9704647,HONG KONG,NEW YORK,2019-11-23 19:24:00,2019-11-27 14:26:00,0,91.03333333333333,8.710160979526238,0,1,1
216,ATHOS,9406738,PUSAN,NEW YORK,2019-11-20 23:24:00,2019-11-21 16:07:00,0,16.716666666666665,4.189237234938803,0,1,0
217,MOL MOTIVATOR,9475624,PUSAN,CHARLESTON,2019-11-30 17:38:00,2019-12-02 06:46:00,0,37.13333333333333,6.066927816263448,0,1,1
218,ATHOS,9406738,PUSAN,NEW YORK,2019-11-20 23:24:00,2019-11-29 12:48:00,0,205.4,11.718962145905072,0,0,0
219,SEASPAN THAMES,9630377,PUSAN,NEW YORK,2019-10-25 20:29:00,2019-10-28 13:27:00,0,64.96666666666667,7.641270104113745,0,1,0
220,ATHOS,9406738,PUSAN,NEW YORK,2019-11-20 23:24:00,2019-11-25 16:58:00,0,113.56666666666666,9.464700744256334,0,1,0
221,ARISTOMENIS,9408841,HONG KONG,LOS ANGELES,2019-11-07 14:49:00,2019-11-11 11:17:00,0,92.46666666666667,8.762017728334047,0,1,0
222,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-19 14:47:00,0,119.61666666666666,9.648285277308926,0,1,0
223,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-19 16:03:00,0,120.88333333333334,9.685854155055123,0,1,0
224,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-21 13:48:00,0,166.63333333333333,10.882468094589472,0,1,0
225,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-19 17:01:00,0,121.85,9.714331071983922,0,1,0
226,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-19 13:47:00,0,118.61666666666666,9.618418686945434,0,0,0
227,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-19 13:59:00,0,118.81666666666666,9.624406759819143,0,0,0
228,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-20 18:55:00,0,147.75,10.42208498612025,0,0,0
229,MOL CREATION,9321237,QINGDAO,LONG BEACH,2019-11-14 15:10:00,2019-11-19 15:38:00,0,120.46666666666667,9.673528019842946,0,0,0
230,NAGOYA EXPRESS,9450428,NHAVA SHEVA,SAVANNAH,2019-11-26 07:19:00,2019-12-03 14:10:00,0,174.85,11.070867910994277,1,1,0
231,ONE HAMBURG,9395159,KOBE,OAKLAND,2019-11-12 07:09:00,2019-11-15 08:29:00,0,73.33333333333333,8.014134192285722,0,0,0
232,NYK ORPHEUS,9313008,NAGOYA,LOS ANGELES,2019-10-27 15:14:00,2019-10-29 14:33:00,0,47.31666666666667,6.720429606253409,0,1,1
233,ONE HAMBURG,9395159,NAGOYA,LOS ANGELES,2019-11-06 05:29:00,2019-11-13 11:12:00,0,173.71666666666667,11.045273748203291,0,1,0
234,ARISTOMENIS,9408841,YANTIAN,LOS ANGELES,2019-11-07 14:49:00,2019-11-14 08:09:00,0,161.33333333333334,10.757293997955331,0,1,0
235,NORTHERN JUSTICE,9450351,QINGDAO,TACOMA,2019-11-20 07:06:00,2019-11-23 07:31:00,0,72.41666666666667,7.974857181414202,0,1,0
236,ATHOS,9406738,SHANGHAI,NEW YORK,2019-11-20 23:24:00,2019-11-27 12:40:00,0,157.26666666666668,10.659184489879182,0,1,0
237,ARISTOMENIS,9408841,YANTIAN,LOS ANGELES,2019-11-07 14:49:00,2019-11-14 10:33:00,0,163.73333333333332,10.814345091007905,0,1,0
238,NYK ARGUS,9262716,PORT KLANG,LONG BEACH,2019-11-22 06:52:00,2019-12-02 16:40:00,0,249.8,12.544818674078808,0,1,0
239,SEASPAN BRIGHTNESS,9685346,HONG KONG,LOS ANGELES,2019-11-15 14:54:00,2019-11-19 16:11:00,0,97.28333333333333,8.932066914625418,0,1,0
240,ONE HUMBER,9302140,TOKYO,HAMBURG,2019-11-25 22:54:00,2019-11-27 02:44:00,0,27.833333333333332,5.3423859648263985,0,0,0
241,ONE CONTINUITY,9388352,QINGDAO,TACOMA,2019-11-29 04:00:00,2019-12-03 09:24:00,0,101.4,9.072567662922676,0,1,0
242,HARBOUR BRIDGE,9302152,KOBE,OAKLAND,2019-11-19 07:18:00,2019-11-21 08:20:00,0,49.03333333333333,6.820124111290888,0,1,0
243,BALTIC NORTH,9463310,NAGOYA,TACOMA,2019-11-10 15:30:00,2019-11-14 11:50:00,0,92.33333333333333,8.757218854645723,0,1,1
244,BALTIC NORTH,9463310,NAGOYA,TACOMA,2019-11-10 15:30:00,2019-11-13 16:08:00,0,72.63333333333334,7.984173651180038,0,1,1
245,BALTIC NORTH,9463310,NAGOYA,TACOMA,2019-11-10 15:30:00,2019-11-13 14:15:00,0,70.75,7.9024987327537355,0,0,1
246,SEASPAN BRIGHTNESS,9685346,YANTIAN,LOS ANGELES,2019-11-15 14:54:00,2019-11-21 18:04:00,0,147.16666666666666,10.407190869445262,0,1,0
247,NYK ARGUS,9262716,LAEM CHABANG,LONG BEACH,2019-11-22 06:52:00,2019-12-03 00:38:00,0,257.76666666666665,12.681341360951208,0,1,0
248,CMA CGM TITUS,9450636,NHAVA SHEVA,SAVANNAH,2019-12-03 11:05:00,2019-12-06 16:12:00,0,77.11666666666666,8.172525778552142,1,1,0
249,MOL MISSION,9475650,TOKYO,SAVANNAH,2019-11-25 06:20:00,2019-11-29 11:30:00,0,101.16666666666667,9.064717194295687,0,1,0
250,MOL MISSION,9475650,TOKYO,SAVANNAH,2019-11-25 06:20:00,2019-11-29 13:07:00,0,102.78333333333333,9.118839208461162,0,1,0
251,MOL MISSION,9475650,TOKYO,SAVANNAH,2019-11-25 06:20:00,2019-11-29 13:51:00,0,103.51666666666667,9.143183419907695,0,1,0
252,SEASPAN BRIGHTNESS,9685346,YANTIAN,OAKLAND,2019-11-21 05:19:00,2019-11-26 16:22:00,0,131.05,9.977379803689898,0,1,0
253,MOL MISSION,9475650,TOKYO,SAVANNAH,2019-11-25 06:20:00,2019-12-02 10:22:00,0,172.03333333333333,11.007031558137886,0,1,0
254,MOL CREATION,9321237,SHANGHAI,LONG BEACH,2019-11-14 15:10:00,2019-11-21 15:03:00,0,167.88333333333333,10.911563058801754,0,1,0
255,MOL MISSION,9475650,TOKYO,SAVANNAH,2019-11-25 06:20:00,2019-11-27 08:19:00,0,49.983333333333334,6.8741969691059195,0,1,0
256,HARBOUR BRIDGE,9302152,NAGOYA,LOS ANGELES,2019-11-13 16:24:00,2019-11-20 10:50:00,0,162.43333333333334,10.783519252713516,0,1,0
257,HARBOUR BRIDGE,9302152,NAGOYA,LOS ANGELES,2019-11-13 16:24:00,2019-11-20 11:16:00,0,162.86666666666667,10.793814601666801,0,1,0
258,MOL MISSION,9475650,TOKYO,SAVANNAH,2019-11-25 06:20:00,2019-11-26 16:08:00,0,33.8,5.824418216287746,0,0,0
259,SEASPAN BRIGHTNESS,9685346,YANTIAN,LOS ANGELES,2019-11-15 14:54:00,2019-11-20 13:50:00,0,118.93333333333334,9.627896384089356,0,1,0
260,MOL MISSION,9475650,TOKYO,NORFOLK,2019-11-30 17:20:00,2019-12-03 06:45:00,0,61.416666666666664,7.472341098187795,0,1,1
261,HARBOUR BRIDGE,9302152,NAGOYA,LOS ANGELES,2019-11-13 16:24:00,2019-11-18 10:30:00,0,114.1,9.481169291880358,0,1,0
262,COLOMBO EXPRESS,9295244,SHANGHAI,LOS ANGELES,2019-11-21 13:59:00,2019-11-25 22:06:00,0,104.11666666666666,9.163007365726086,0,1,0
263,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-02 11:12:00,0,121.05,9.690775871922478,0,1,0
264,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-02 12:52:00,0,122.71666666666667,9.739721367747821,0,1,0
265,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-02 12:59:00,0,122.83333333333333,9.743129224358226,0,1,0
266,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-02 14:47:00,0,124.63333333333334,9.795408748514797,0,1,0
267,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-03 15:47:00,0,149.63333333333333,10.469878784898784,0,0,0
268,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-03 08:31:00,0,142.36666666666667,10.282956779024964,0,0,0
269,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-03 15:30:00,0,149.35,10.462716909651979,0,1,0
270,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-03 15:46:00,0,149.61666666666667,10.469457773977572,0,0,0
271,MOL MOTIVATOR,9475624,TOKYO,SAVANNAH,2019-11-27 10:09:00,2019-12-04 07:14:00,0,165.08333333333334,10.84616684859649,0,1,0
272,NYK ARGUS,9262716,LAEM CHABANG,LONG BEACH,2019-11-22 06:52:00,2019-11-25 16:37:00,0,81.75,8.35890908333274,0,1,0
273,HANGZHOU BAY BRIDGE,9566394,HONG KONG,SAVANNAH,2019-12-16 12:20:00,2019-12-18 13:51:00,0,49.516666666666666,6.847730090890522,0,0,0
274,SEASPAN GANGES,9630365,QINGDAO,SAVANNAH,2019-12-27 06:49:00,2019-12-31 10:01:00,0,99.2,8.998014754296308,0,1,0
275,ONE HOUSTON,9566382,PUSAN,CHARLESTON,2019-12-15 07:59:00,2019-12-16 05:40:00,0,21.683333333333334,4.758122545530044,0,1,1
276,ONE HOUSTON,9566382,PUSAN,CHARLESTON,2019-12-15 07:59:00,2019-12-16 06:14:00,0,22.25,4.816710466247996,0,1,1
277,ONE HOUSTON,9566382,PUSAN,CHARLESTON,2019-12-15 07:59:00,2019-12-16 05:55:00,0,21.933333333333334,4.7841071255539305,0,1,1
278,ONE HOUSTON,9566382,PUSAN,CHARLESTON,2019-12-15 07:59:00,2019-12-16 06:15:00,0,22.266666666666666,4.81841696599897,0,1,1
279,EXPRESS ROME,9484936,HONG KONG,LOS ANGELES,2019-11-29 00:09:00,2019-12-03 00:27:00,0,96.3,8.897861755679868,0,0,0
280,HENRY HUDSON BRIDGE,9302176,KOBE,LOS ANGELES,2019-11-21 05:14:00,2019-11-27 11:48:00,0,150.56666666666666,10.493400620488226,0,1,0
281,HENRY HUDSON BRIDGE,9302176,KOBE,LOS ANGELES,2019-11-21 05:14:00,2019-11-25 16:21:00,0,107.11666666666666,9.260887502716795,0,1,0
282,HENRY HUDSON BRIDGE,9302176,KOBE,LOS ANGELES,2019-11-21 05:14:00,2019-11-25 16:29:00,0,107.25,9.26519075153482,0,1,0
283,TEXAS TRADER,9295165,NAGOYA,TACOMA,2019-11-17 18:34:00,2019-11-21 13:41:00,0,91.11666666666666,8.713192264143357,0,0,1
284,TEXAS TRADER,9295165,NAGOYA,TACOMA,2019-11-17 18:34:00,2019-11-20 09:23:00,0,62.81666666666667,7.5397964077407185,0,1,1
285,ONE ARCADIA,9468310,HONG KONG,LOS ANGELES,2019-11-23 15:44:00,2019-11-27 09:39:00,0,89.91666666666667,8.66934375474479,0,1,1
286,TEXAS TRADER,9295165,TOKYO,TACOMA,2019-11-17 18:34:00,2019-11-19 14:07:00,0,43.55,6.4919945196883875,0,0,1
287,TEXAS TRADER,9295165,TOKYO,TACOMA,2019-11-17 18:34:00,2019-11-18 11:22:00,0,16.8,4.199747494368601,0,0,1
288,TEXAS TRADER,9295165,TOKYO,TACOMA,2019-11-17 18:34:00,2019-11-19 10:58:00,0,40.4,6.289532893079796,0,1,1
289,TEXAS TRADER,9295165,TOKYO,TACOMA,2019-11-17 18:34:00,2019-11-19 14:00:00,0,43.43333333333333,6.484691095258919,0,1,1
290,ONE ARCADIA,9468310,YANTIAN,LOS ANGELES,2019-11-23 15:44:00,2019-11-25 15:14:00,0,47.5,6.73120207107958,0,1,1
291,CHACABUCO,9295957,HAMBURG,NEW YORK,2019-11-29 06:08:00,2019-12-04 14:39:00,0,128.51666666666668,9.906335802452933,0,1,0
292,YM UTOPIA,9337456,SHANGHAI,NORFOLK,2019-12-13 14:39:00,2019-12-20 12:57:00,0,166.3,10.874682374209772,0,1,0
293,ONE ARCADIA,9468310,YANTIAN,LOS ANGELES,2019-11-23 15:44:00,2019-11-26 08:39:00,0,64.91666666666667,7.6389384764468655,0,1,1
294,YM UPSURGENCE,9462720,SHANGHAI,SEATTLE,2019-11-26 01:33:00,2019-12-02 14:53:00,0,157.33333333333334,10.660807781399821,0,0,0
295,HENRY HUDSON BRIDGE,9302176,NAGOYA,LOS ANGELES,2019-11-21 05:14:00,2019-11-25 16:47:00,0,107.55,9.274858713689566,0,0,0
296,ONE ARCADIA,9468310,HONG KONG,LOS ANGELES,2019-11-23 15:44:00,2019-11-27 10:05:00,0,90.35,8.68522724536936,0,1,1
297,ONE ARCADIA,9468310,YANTIAN,OAKLAND,2019-11-29 19:09:00,2019-12-03 10:38:00,0,87.48333333333333,8.579091974710277,0,1,0
298,TEXAS TRADER,9295165,TOKYO,TACOMA,2019-11-17 18:34:00,2019-11-18 14:26:00,0,19.866666666666667,4.562369378865135,0,0,1
299,TEXAS TRADER,9295165,TOKYO,TACOMA,2019-11-17 18:34:00,2019-11-18 10:42:00,0,16.133333333333333,4.114566764453147,0,0,1
300,TEXAS TRADER,9295165,TOKYO,TACOMA,2019-11-17 18:34:00,2019-11-19 15:33:00,0,44.983333333333334,6.5805706546354035,0,1,1
301,TEXAS TRADER,9295165,TOKYO,TACOMA,2019-11-17 18:34:00,2019-11-19 16:33:00,0,45.983333333333334,6.641147595411566,0,1,1
302,HENRY HUDSON BRIDGE,9302176,NAGOYA,LOS ANGELES,2019-11-21 05:14:00,2019-11-27 17:57:00,0,156.71666666666667,10.645773012010226,0,0,0
303,ONE ARCADIA,9468310,YANTIAN,LOS ANGELES,2019-11-23 15:44:00,2019-11-26 08:27:00,0,64.71666666666667,7.629598753651508,0,1,1
304,ONE ARCADIA,9468310,YANTIAN,LOS ANGELES,2019-11-23 15:44:00,2019-12-02 09:08:00,0,209.4,11.798460244510652,0,1,1
305,HENRY HUDSON BRIDGE,9302176,NAGOYA,LOS ANGELES,2019-11-21 05:14:00,2019-11-27 13:44:00,0,152.5,10.54178580128732,0,0,0
306,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-25 13:52:00,0,104.63333333333334,9.180010857823996,0,0,0
307,HENRY HUDSON BRIDGE,9302176,TOKYO,OAKLAND,2019-11-26 07:48:00,2019-11-27 10:55:00,0,27.116666666666667,5.2795188775622375,0,1,0
308,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-25 14:22:00,0,105.13333333333334,9.196407232718547,0,1,0
309,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-29 08:26:00,0,195.2,11.510963925069422,0,1,0
310,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-25 08:37:00,0,99.38333333333334,9.00427361729786,0,1,0
311,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-27 11:17:00,0,150.05,10.480392881457576,0,1,0
312,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-25 18:56:00,0,109.7,9.34357238919424,0,1,0
313,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-26 00:47:00,0,115.55,9.525659133207657,0,1,0
314,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-26 15:59:00,0,130.75,9.969019640186115,0,1,0
315,MOL MAESTRO,9415727,TOKYO,SAVANNAH,2019-12-03 12:49:00,2019-12-04 15:54:00,0,27.083333333333332,5.27656526813563,0,1,0
316,MOL MAESTRO,9415727,TOKYO,SAVANNAH,2019-12-03 12:49:00,2019-12-05 15:47:00,0,50.96666666666667,6.929377812798591,0,0,0
317,HENRY HUDSON BRIDGE,9302176,TOKYO,LOS ANGELES,2019-11-21 05:14:00,2019-11-25 14:27:00,0,105.21666666666667,9.19913439031585,0,1,0
318,MOL MAESTRO,9415727,TOKYO,SAVANNAH,2019-12-03 12:49:00,2019-12-05 14:28:00,0,49.65,6.855310685244727,0,0,0
319,EXPRESS ROME,9484936,HONG KONG,LOS ANGELES,2019-11-29 00:09:00,2019-12-02 20:08:00,0,91.98333333333333,8.744597548264872,0,1,0
320,EXPRESS ROME,9484936,HONG KONG,LOS ANGELES,2019-11-29 00:09:00,2019-12-03 00:00:00,0,95.85,8.882122935716225,0,0,0
321,EXPRESS ROME,9484936,HONG KONG,LOS ANGELES,2019-11-29 00:09:00,2019-12-04 15:39:00,0,135.5,10.099769065345011,0,1,0
322,EXPRESS ROME,9484936,HONG KONG,LOS ANGELES,2019-11-29 00:09:00,2019-12-04 10:28:00,0,130.31666666666666,9.95691893900083,0,1,0
323,EXPRESS ROME,9484936,HONG KONG,LOS ANGELES,2019-11-29 00:09:00,2019-12-03 10:14:00,0,106.08333333333333,9.22740321134065,0,1,0
324,SEASPAN GANGES,9630365,PUSAN,NEW YORK,2019-12-15 05:44:00,2019-12-19 13:49:00,0,104.08333333333333,9.161908239853402,0,0,1
325,APL ANTWERP,9532795,NHAVA SHEVA,SAVANNAH,2019-12-18 03:24:00,2019-12-20 09:16:00,0,53.86666666666667,7.087687171240808,1,1,0
326,ONE HAMBURG,9395159,TOKYO,OAKLAND,2019-11-12 07:09:00,2019-11-13 15:40:00,0,32.516666666666666,5.72635902386883,0,1,0
327,NORTHERN JAMBOREE,9450363,HONG KONG,SAVANNAH,2020-01-01 21:54:00,2020-01-07 16:44:00,0,138.83333333333334,10.18952614264191,0,1,0
328,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 11:21:00,0,132.25,10.010680559163443,0,1,0
329,ONE HAMBURG,9395159,TOKYO,LOS ANGELES,2019-11-06 05:29:00,2019-11-11 09:07:00,0,123.63333333333334,9.76643356625792,0,1,0
330,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 14:43:00,0,135.61666666666667,10.102937797711665,0,1,0
331,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-03 14:53:00,0,111.78333333333333,9.409218123828412,0,1,0
332,NYK VEGA,9312781,TOKYO,OAKLAND,2019-12-04 06:48:00,2019-12-05 19:45:00,0,36.95,6.054014787538147,0,1,0
333,HANGZHOU BAY BRIDGE,9566394,SHANGHAI,SAVANNAH,2019-12-16 12:20:00,2019-12-18 16:37:00,0,52.28333333333333,7.002052545219773,0,0,0
334,YM WORLD,9684653,HONG KONG,NEW YORK,2019-12-21 06:19:00,2019-12-27 06:50:00,0,144.51666666666668,10.338977785832846,0,0,1
335,HANGZHOU BAY BRIDGE,9566394,SHANGHAI,SAVANNAH,2019-12-16 12:20:00,2019-12-18 13:25:00,0,49.083333333333336,6.822989146451988,0,0,0
336,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-03 09:10:00,0,106.06666666666666,9.22686118279317,0,1,0
337,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-03 10:01:00,0,106.91666666666667,9.254425246531762,0,1,0
338,HANGZHOU BAY BRIDGE,9566394,SHANGHAI,SAVANNAH,2019-12-16 12:20:00,2019-12-18 09:29:00,0,45.15,6.590735036434392,0,1,0
339,ONE CONTRIBUTION,9629914,QINGDAO,LONG BEACH,2019-12-16 06:54:00,2019-12-19 09:23:00,0,74.48333333333333,8.062902240163085,0,1,0
340,ONE CONTRIBUTION,9629914,QINGDAO,LONG BEACH,2019-12-16 06:54:00,2019-12-19 14:33:00,0,79.65,8.275421230112975,0,1,0
