,VESSEL,IMO,ORIGIN_PORT,DESTINATION_PORT,ARRIVAL_TIME,GATEOUT_TIME,HAZMAT,IMPORT_DWELL,IMPORT_DWELL_SCALED,RF,Container_Size,IS_WEEKEND
341,ONE CONTRIBUTION,9629914,QINGDAO,LONG BEACH,2019-12-16 06:54:00,2019-12-18 15:34:00,0,56.666666666666664,7.234703667201561,0,1,0
342,ONE CONTRIBUTION,9629914,QINGDAO,LONG BEACH,2019-12-16 06:54:00,2019-12-19 14:30:00,0,79.6,8.273413819417847,0,1,0
343,NYK VEGA,9312781,NAGOYA,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 13:19:00,0,134.21666666666667,10.06478004323693,0,1,0
344,NYK VEGA,9312781,NAGOYA,LOS ANGELES,2019-11-28 23:06:00,2019-12-05 08:26:00,0,153.33333333333334,10.562502591915454,0,1,0
345,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-03 08:49:00,0,105.71666666666667,9.215464105080349,0,1,0
346,NYK VEGA,9312781,TOKYO,OAKLAND,2019-12-04 06:48:00,2019-12-04 16:08:00,0,9.333333333333334,3.048721795112505,0,1,0
347,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 19:17:00,0,140.18333333333334,10.225427634365658,0,1,0
348,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-06 13:33:00,0,182.45,11.239423729290309,0,1,0
349,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-06 15:50:00,0,184.73333333333332,11.289055234267545,0,1,0
350,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 20:24:00,0,141.3,10.254932516848259,0,1,0
351,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 16:25:00,0,137.31666666666666,10.148885195025272,0,1,0
352,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 15:43:00,0,136.61666666666667,10.13001656192746,0,1,0
353,NYK VEGA,9312781,TOKYO,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 19:55:00,0,140.81666666666666,10.242182845729879,0,0,0
354,NYK VEGA,9312781,NAGOYA,LOS ANGELES,2019-11-28 23:06:00,2019-12-04 16:20:00,0,137.23333333333332,10.1466426391862,0,1,0
355,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2019-11-04 15:59:00,2019-11-08 10:48:00,1,90.81666666666666,8.70227008957344,0,1,0
356,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2019-11-04 15:59:00,2019-11-12 12:47:00,1,188.8,11.376345262562847,0,1,0
357,SEASPAN HUDSON,9630418,XIAMEN,NEW YORK,2019-11-15 05:29:00,2019-11-19 14:05:00,1,104.6,9.178915721631233,0,0,0
358,SEASPAN HUDSON,9630418,XIAMEN,NEW YORK,2019-11-15 05:29:00,2019-11-19 13:14:00,1,103.75,9.150902735573519,0,1,0
359,SEASPAN HUDSON,9630418,XIAMEN,NEW YORK,2019-11-15 05:29:00,2019-11-20 08:09:00,1,122.66666666666667,9.738260129269806,0,1,0
360,SEASPAN HUDSON,9630418,XIAMEN,NEW YORK,2019-11-15 05:29:00,2019-11-20 11:23:00,1,125.9,9.831866527262859,0,1,0
361,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-02 11:13:00,1,64.56666666666666,7.622580039203702,0,1,0
362,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-03 11:15:00,1,88.6,8.620734827892173,0,1,0
363,YM WORLD,9684653,YANTIAN,NEW YORK,2019-12-21 06:19:00,2019-12-26 14:43:00,1,128.4,9.90303935214539,0,1,1
364,YM WORLD,9684653,YANTIAN,NEW YORK,2019-12-21 06:19:00,2019-12-27 09:19:00,1,147.0,10.40292744436392,0,1,1
365,YM WORLD,9684653,YANTIAN,NEW YORK,2019-12-21 06:19:00,2019-12-30 06:39:00,1,216.33333333333334,11.933653675711406,0,1,1
366,TSINGTAO EXPRESS,9320702,YANTIAN,TACOMA,2019-10-20 04:34:00,2019-10-24 11:08:00,1,102.56666666666666,9.111622192613547,0,1,1
367,TSINGTAO EXPRESS,9320702,YANTIAN,TACOMA,2019-10-20 04:34:00,2019-10-24 11:08:00,1,102.56666666666666,9.111622192613547,0,1,1
368,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2019-10-08 07:48:00,2019-10-15 11:16:00,1,171.46666666666667,10.994096123691385,0,1,0
369,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2019-10-08 07:48:00,2019-10-10 11:37:00,1,51.81666666666667,6.9764498372926,0,1,0
370,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2019-10-08 07:48:00,2019-10-11 10:49:00,1,75.01666666666667,8.085331745839417,0,1,0
371,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2019-10-08 07:48:00,2019-10-11 10:36:00,1,74.8,8.076233930245397,0,1,0
372,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-05 07:32:00,1,132.88333333333333,10.028166555408099,0,1,0
373,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-04 07:37:00,1,108.96666666666667,9.320247220918981,0,1,0
374,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-04 07:43:00,1,109.06666666666666,9.323434701831518,0,1,0
375,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-05 06:53:00,1,132.23333333333332,10.010219571547164,0,1,0
376,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-05 07:16:00,1,132.61666666666667,10.020811507812587,0,1,0
377,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-05 07:12:00,1,132.55,10.018971048787462,0,1,0
378,YM UNICORN,9462732,YANTIAN,LOS ANGELES,2019-12-05 14:49:00,2019-12-09 11:30:00,1,92.68333333333334,8.769805069145967,0,1,0
379,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-29 15:09:00,1,161.75,10.767243213639954,0,1,0
380,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-29 16:00:00,1,162.6,10.787481386965975,0,1,0
381,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-27 09:00:00,1,107.6,9.276468114316561,0,1,0
382,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-28 14:40:00,1,137.26666666666668,10.147539781516757,0,1,0
383,ANTWERPEN EXPRESS,9612997,YANTIAN,NEW YORK,2019-12-06 17:24:00,2019-12-12 16:31:00,1,143.11666666666667,10.302569130765121,0,1,0
384,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-27 15:11:00,1,113.78333333333333,9.47139792861168,0,1,0
385,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-27 07:17:00,1,105.88333333333334,9.220894735901645,0,1,0
386,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-27 08:48:00,1,107.4,9.270027212076812,0,1,0
387,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-27 10:00:00,1,108.6,9.308541376407371,0,1,0
388,ONE APUS,9806079,YANTIAN,NEW YORK,2019-12-13 10:18:00,2019-12-18 10:51:00,1,120.55,9.675995749215684,0,1,0
389,ONE APUS,9806079,YANTIAN,NEW YORK,2019-12-13 10:18:00,2019-12-18 13:44:00,1,123.43333333333334,9.76061788859232,0,1,0
390,YM WORLD,9684653,YANTIAN,NEW YORK,2019-12-21 06:19:00,2019-12-27 07:01:00,1,144.7,10.343726376653347,0,1,1
391,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-28 07:21:00,1,129.95,9.946656778481328,0,1,0
392,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-27 08:58:00,1,107.56666666666666,9.275395241616627,0,1,0
393,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-28 07:10:00,1,129.76666666666668,9.94151772089783,0,1,0
394,NYK ADONIS,9468293,YANTIAN,LOS ANGELES,2019-12-15 06:20:00,2019-12-17 07:40:00,1,49.333333333333336,6.837282254406938,0,1,1
395,YM WORLD,9684653,YANTIAN,NEW YORK,2019-12-21 06:19:00,2019-12-26 12:53:00,1,126.56666666666666,9.850946718236353,0,1,1
396,ONE ARCADIA,9468310,YANTIAN,LOS ANGELES,2019-11-23 15:44:00,2019-12-03 09:55:00,1,234.18333333333334,12.267635581147525,0,1,1
397,ONE ARCADIA,9468310,YANTIAN,LOS ANGELES,2019-11-23 15:44:00,2019-11-26 11:43:00,1,67.98333333333333,7.77956935526352,0,1,1
398,ONE ARCADIA,9468310,YANTIAN,LOS ANGELES,2019-11-23 15:44:00,2019-11-26 08:00:00,1,64.26666666666667,7.6085066011070985,0,1,1
399,SEASPAN BRIGHTNESS,9685346,YANTIAN,LOS ANGELES,2019-11-15 14:54:00,2019-11-20 10:58:00,1,116.06666666666666,9.541412737751093,0,1,0
400,SEASPAN BRIGHTNESS,9685346,YANTIAN,LOS ANGELES,2019-11-15 14:54:00,2019-11-20 10:58:00,1,116.06666666666666,9.541412737751093,0,1,0
401,YM UNIFORM,9337482,YANTIAN,NEW YORK,2019-11-29 18:39:00,2019-12-02 12:25:00,1,65.76666666666667,7.678398127703515,0,1,0
402,YM WARMTH,9704647,YANTIAN,NEW YORK,2019-11-23 19:24:00,2019-11-26 07:51:00,1,60.45,7.4251027802793805,0,1,1
403,YM WARMTH,9704647,YANTIAN,NEW YORK,2019-11-23 19:24:00,2019-11-27 09:15:00,1,85.85,8.51747257853249,0,0,1
404,YM WARMTH,9704647,YANTIAN,NEW YORK,2019-11-23 19:24:00,2019-11-27 11:43:00,1,88.31666666666666,8.610205394051366,0,0,1
405,SEASPAN HUDSON,9630418,YANTIAN,NEW YORK,2019-11-15 05:29:00,2019-11-21 14:43:00,1,153.23333333333332,10.560020950218501,0,1,0
406,NYK SWAN,9741437,YANTIAN,NEW YORK,2019-12-31 07:42:00,2020-01-07 07:52:00,1,168.16666666666666,10.918135783325065,0,1,0
407,NYK SWAN,9741437,YANTIAN,NEW YORK,2019-12-31 07:42:00,2020-01-07 09:58:00,1,170.26666666666668,10.966599438689917,0,1,0
408,NYK SWAN,9741437,YANTIAN,NEW YORK,2019-12-31 07:42:00,2020-01-07 07:03:00,1,167.35,10.89916873574521,0,1,0
409,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-06 08:26:00,1,124.9,9.80310661092018,0,1,1
410,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-06 11:05:00,1,127.55,9.878955710223169,0,1,1
411,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-06 08:06:00,1,124.56666666666666,9.793482392925606,0,1,1
412,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-05 08:45:00,1,101.21666666666667,9.066400556298328,0,1,1
413,ONE APUS,9806079,YANTIAN,NEW YORK,2019-12-13 10:18:00,2019-12-18 11:08:00,1,120.83333333333333,9.68437666812749,0,1,0
414,ONE APUS,9806079,YANTIAN,NEW YORK,2019-12-13 10:18:00,2019-12-18 07:00:00,1,116.7,9.560653494822557,0,1,0
415,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-05 12:18:00,1,104.76666666666667,9.184388841757604,0,1,1
416,YM UBERTY,9337444,YANTIAN,LOS ANGELES,2019-12-27 04:54:00,2020-01-03 09:30:00,1,172.6,11.019935734114034,0,1,0
417,YM UBERTY,9337444,YANTIAN,LOS ANGELES,2019-12-27 04:54:00,2020-01-07 15:44:00,1,274.8333333333333,12.963693950890583,0,1,0
418,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-13 15:19:00,1,158.5,10.689133942150514,0,1,0
419,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-13 07:41:00,1,150.86666666666667,10.500938462556586,0,1,0
420,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-14 09:52:00,1,177.05,11.12020489023867,0,1,0
421,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-13 15:37:00,1,158.8,10.696393047470448,0,1,0
422,ARISTOMENIS,9408841,YANTIAN,LOS ANGELES,2020-01-30 14:59:00,2020-02-05 07:50:00,1,136.85,10.136313980220443,0,1,0
423,ARISTOMENIS,9408841,YANTIAN,LOS ANGELES,2020-01-30 14:59:00,2020-02-05 08:00:00,1,137.01666666666668,10.140807309268423,0,1,0
424,ARISTOMENIS,9408841,YANTIAN,LOS ANGELES,2020-01-30 14:59:00,2020-02-04 14:00:00,1,119.01666666666667,9.630387433789167,0,1,0
425,SEASPAN THAMES,9630377,SHANGHAI,NEW YORK,2020-01-06 19:24:00,2020-01-13 09:49:00,1,158.41666666666666,10.687115733183665,0,0,0
426,SEASPAN THAMES,9630377,SHANGHAI,NEW YORK,2020-01-06 19:24:00,2020-01-13 15:36:00,1,164.2,10.825366925925694,0,1,0
427,NYK SWAN,9741437,YANTIAN,NEW YORK,2019-12-31 07:42:00,2020-01-07 08:12:00,1,168.5,10.925857994983994,0,1,0
428,UNAYZAH,9525871,YANTIAN,NEW YORK,2020-01-25 04:49:00,2020-01-29 09:10:00,1,100.35,9.037135381357668,0,1,1
429,NYK ADONIS,9468293,YANTIAN,LOS ANGELES,2020-01-25 15:59:00,2020-01-28 09:36:00,1,65.61666666666666,7.671461990334745,0,1,1
430,NYK ADONIS,9468293,YANTIAN,LOS ANGELES,2020-01-25 15:59:00,2020-01-28 08:07:00,1,64.13333333333334,7.602236247492896,0,1,1
431,NYK ADONIS,9468293,YANTIAN,LOS ANGELES,2020-01-25 15:59:00,2020-01-28 11:03:00,1,67.06666666666666,7.738029835611657,0,1,1
432,EXPRESS ROME,9484936,YANTIAN,NEW YORK,2020-02-28 06:49:00,2020-03-03 09:56:00,1,99.11666666666666,8.995167007660685,0,1,0
433,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-14 07:17:00,1,174.46666666666667,11.06222473494387,0,1,0
434,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-13 15:04:00,1,158.25,10.683076974703896,0,1,0
435,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-13 13:40:00,1,156.85,10.649027450090177,0,1,0
436,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-13 09:28:00,1,152.65,10.545520949605727,0,1,0
437,MEISHAN BRIDGE,9805465,YANTIAN,NEW YORK,2020-01-07 00:49:00,2020-01-13 10:59:00,1,154.16666666666666,10.58313684778896,0,1,0
438,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-21 11:57:00,1,223.25,12.065387247577952,0,1,1
439,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 15:10:00,1,106.46666666666667,9.239852639848028,0,1,1
440,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 08:00:00,1,99.3,9.001429731785626,0,1,1
441,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 06:45:00,1,98.05,8.958559584599158,0,1,1
442,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 11:18:00,1,102.6,9.112733231144757,0,1,1
443,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 07:33:00,1,98.85,8.986042384258308,0,1,1
444,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 12:34:00,1,103.86666666666666,9.154757612409421,0,1,1
445,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-06 07:07:00,1,123.58333333333333,9.764980295045524,0,1,1
446,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-05 07:30:00,1,99.96666666666667,9.024131930676623,0,1,1
447,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-05 08:38:00,1,101.1,9.062471760776223,0,1,1
448,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 07:25:00,1,98.71666666666667,8.981473291052911,0,1,1
449,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 16:03:00,1,107.35,9.268415610148375,0,1,1
450,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-03 18:10:00,1,62.63333333333333,7.531026213666478,0,1,1
451,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-05 11:24:00,1,103.86666666666666,9.154757612409421,0,1,1
452,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-05 10:00:00,1,102.46666666666667,9.10828748494376,0,1,1
453,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-05 09:30:00,1,101.96666666666667,9.091577996471475,0,1,1
454,YM WARMTH,9704647,YANTIAN,NEW YORK,2020-02-16 04:15:00,2020-02-19 13:55:00,1,81.66666666666667,8.35562627064105,0,1,1
455,YM WARMTH,9704647,YANTIAN,NEW YORK,2020-02-16 04:15:00,2020-02-19 12:28:00,1,80.21666666666667,8.298107452836474,0,1,1
456,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-27 07:14:00,1,105.83333333333333,9.219266206314177,0,1,0
457,ONE IBIS,9741384,YANTIAN,NEW YORK,2020-01-22 21:24:00,2020-01-27 09:00:00,1,107.6,9.276468114316561,0,1,0
458,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2019-11-13 16:59:00,2019-11-18 13:06:00,1,116.11666666666666,9.542934544695294,0,1,0
459,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2019-11-13 16:59:00,2019-11-18 10:48:00,1,113.81666666666666,9.472427433080524,0,0,0
460,YM MASCULINITY,9485007,YANTIAN,LOS ANGELES,2019-12-17 04:59:00,2019-12-20 10:53:00,1,77.9,8.204603955697339,0,1,0
461,SEASPAN BRILLIANCE,9685334,NINGBO,NEW YORK,2019-12-28 11:59:00,2020-01-06 15:00:00,1,219.01666666666668,11.985122210698185,0,0,1
462,SEASPAN ZAMBEZI,9630406,NINGBO,NEW YORK,2019-11-13 16:59:00,2019-11-20 09:00:00,1,160.01666666666668,10.725729904884865,0,0,0
463,SEASPAN BREEZE,9685358,NINGBO,NEW YORK,2020-01-09 09:30:00,2020-01-14 15:00:00,1,125.5,9.82038276616287,0,0,0
464,SEASPAN GANGES,9630365,NINGBO,NEW YORK,2019-12-15 05:44:00,2019-12-23 08:00:00,1,194.26666666666668,11.491535938390497,0,0,1
465,SEASPAN THAMES,9630377,NINGBO,NEW YORK,2020-01-06 19:24:00,2020-01-10 15:00:00,1,91.6,8.730733673924606,0,0,0
466,UNAYZAH,9525871,YANTIAN,NEW YORK,2020-01-25 04:49:00,2020-01-29 09:32:00,1,100.71666666666667,9.049539369115344,0,1,1
467,UNAYZAH,9525871,YANTIAN,NEW YORK,2020-01-25 04:49:00,2020-01-29 15:00:00,1,106.18333333333334,9.230654069770848,0,1,1
468,UNAYZAH,9525871,YANTIAN,NEW YORK,2020-01-25 04:49:00,2020-01-30 09:15:00,1,124.43333333333334,9.789627408847402,0,1,1
469,UNAYZAH,9525871,YANTIAN,NEW YORK,2020-01-25 04:49:00,2020-01-29 09:32:00,1,100.71666666666667,9.049539369115344,0,1,1
470,UNAYZAH,9525871,YANTIAN,NEW YORK,2020-01-25 04:49:00,2020-01-30 14:16:00,1,129.45,9.932628592092632,0,1,1
471,UNAYZAH,9525871,YANTIAN,NEW YORK,2020-01-25 04:49:00,2020-01-30 07:27:00,1,122.63333333333334,9.737285727221504,0,1,1
472,UNAYZAH,9525871,YANTIAN,NEW YORK,2020-01-25 04:49:00,2020-01-29 07:42:00,1,98.88333333333334,8.987183950189257,0,1,1
473,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2020-01-29 07:29:00,2020-02-03 15:24:00,1,127.91666666666667,9.88935914599467,0,1,0
474,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2020-01-29 07:29:00,2020-02-03 08:27:00,1,120.96666666666667,9.688315636083683,0,1,0
475,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2020-01-29 07:29:00,2020-02-04 11:26:00,1,147.95,10.427181597000722,0,1,0
476,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 16:36:00,1,107.9,9.286112999994227,0,1,1
477,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 09:00:00,1,100.3,9.035441350451455,0,1,1
478,NYK FALCON,9741425,YANTIAN,NEW YORK,2020-01-12 04:42:00,2020-01-16 07:05:00,1,98.38333333333334,8.97003069355106,0,1,1
479,NAVIOS CONSTELLATION,9408877,SHANGHAI,NEW YORK,2020-01-30 15:49:00,2020-02-06 10:02:00,1,162.21666666666667,10.778364011545568,0,0,0
480,NAVIOS CONSTELLATION,9408877,SHANGHAI,NEW YORK,2020-01-30 15:49:00,2020-02-05 12:55:00,1,141.1,10.249660681974229,0,1,0
481,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-06 08:53:00,1,125.35,9.816069424544677,0,1,1
482,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-06 08:48:00,1,125.26666666666667,9.81367148525667,0,1,1
483,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-06 08:04:00,1,124.53333333333333,9.792518931150429,0,1,1
484,MONACO BRIDGE,9757204,YANTIAN,NEW YORK,2020-02-01 03:32:00,2020-02-06 08:55:00,1,125.38333333333334,9.81702827240579,0,1,1
485,ANTWERPEN EXPRESS,9612997,YANTIAN,NEW YORK,2020-02-23 09:35:00,2020-02-25 11:46:00,1,50.18333333333333,6.88548437388492,0,1,1
486,ANTWERPEN EXPRESS,9612997,YANTIAN,NEW YORK,2020-02-23 09:35:00,2020-02-26 09:12:00,1,71.61666666666666,7.940279520035372,0,1,1
487,ANTWERPEN EXPRESS,9612997,YANTIAN,NEW YORK,2020-02-23 09:35:00,2020-02-26 09:56:00,1,72.35,7.971986456724717,0,1,1
488,ANTWERPEN EXPRESS,9612997,YANTIAN,NEW YORK,2020-02-23 09:35:00,2020-02-26 09:13:00,1,71.63333333333334,7.941002774507738,0,1,1
489,ANTWERPEN EXPRESS,9612997,YANTIAN,NEW YORK,2020-02-23 09:35:00,2020-02-26 09:38:00,1,72.05,7.959044098721085,0,1,1
490,NYK SWAN,9741437,YANTIAN,SAVANNAH,2020-04-06 05:39:00,2020-04-13 12:29:00,1,174.83333333333334,11.07049241029356,0,1,0
491,NYK SWAN,9741437,YANTIAN,SAVANNAH,2020-04-06 05:39:00,2020-04-13 12:29:00,1,174.83333333333334,11.07049241029356,0,1,0
492,NYK SWAN,9741437,YANTIAN,SAVANNAH,2020-04-06 05:39:00,2020-04-13 12:29:00,1,174.83333333333334,11.07049241029356,0,1,0
493,YM WARMTH,9704647,YANTIAN,NEW YORK,2020-02-16 04:15:00,2020-02-21 11:03:00,1,126.8,9.857607344517202,0,1,1
494,MOL CREATION,9321237,NINGBO,OAKLAND,2020-02-16 17:04:00,2020-02-18 00:00:00,1,30.933333333333334,5.601379157076004,0,1,1
495,YM UNIFORM,9337482,KAOHSIUNG,NEW YORK,2020-03-14 07:59:00,2020-03-18 00:00:00,1,88.01666666666667,8.59902950298353,0,0,1
496,MEISHAN BRIDGE,9805465,YANTIAN,SAVANNAH,2020-04-09 21:24:00,2020-04-16 16:00:00,1,162.6,10.787481386965975,0,1,0
497,MEISHAN BRIDGE,9805465,YANTIAN,SAVANNAH,2020-04-09 21:24:00,2020-04-16 11:53:00,1,158.48333333333332,10.68873036271857,0,1,0
498,CONTI ANNAPURNA,9286255,SHANGHAI,SAVANNAH,2020-04-02 17:30:00,2020-04-09 15:45:00,1,166.25,10.873513527753895,0,1,0
499,YM UNANIMITY,9462718,XIAMEN,LOS ANGELES,2020-03-28 05:14:00,2020-04-01 07:43:00,1,98.48333333333333,8.973466458885484,0,1,1
500,MEISHAN BRIDGE,9805465,KAOHSIUNG,SAVANNAH,2020-04-09 21:24:00,2020-04-14 00:00:00,1,98.6,8.977471614637903,0,0,0
501,MEISHAN BRIDGE,9805465,KAOHSIUNG,CHARLESTON,2020-04-12 03:24:00,2020-04-13 00:00:00,1,20.6,4.642910241492867,0,0,1
502,NYK ADONIS,9468293,KAOHSIUNG,LOS ANGELES,2020-03-13 06:54:00,2020-03-19 19:24:00,1,156.5,10.640480209853042,0,1,0
503,SEASPAN HUDSON,9630418,CAI MEP,NEW YORK,2020-03-26 06:29:00,2020-03-31 11:05:00,1,124.6,9.794445665351105,0,1,0
504,NYK FALCON,9741425,YANTIAN,SAVANNAH,2020-04-20 17:54:00,2020-04-23 08:00:00,1,62.1,7.505405245326679,0,1,0
505,NYK FALCON,9741425,YANTIAN,SAVANNAH,2020-04-20 17:54:00,2020-04-23 08:00:00,1,62.1,7.505405245326679,0,1,0
506,NYK FALCON,9741425,YANTIAN,SAVANNAH,2020-04-20 17:54:00,2020-04-23 08:00:00,1,62.1,7.505405245326679,0,1,0
507,NYK FALCON,9741425,YANTIAN,SAVANNAH,2020-04-20 17:54:00,2020-04-23 08:00:00,1,62.1,7.505405245326679,0,1,0
508,UNAYZAH,9525871,YANTIAN,SAVANNAH,2020-04-23 19:24:00,2020-04-28 07:29:00,1,108.08333333333333,9.291997404273252,0,1,0
509,UNAYZAH,9525871,KAOHSIUNG,CHARLESTON,2020-04-26 10:04:00,2020-04-27 00:00:00,1,13.933333333333334,3.81370822835434,0,0,1
510,MONACO BRIDGE,9757204,YANTIAN,SAVANNAH,2020-05-02 15:09:00,2020-05-05 12:29:00,1,69.33333333333333,7.840003024239109,0,1,1
511,NYK SWAN,9741437,KAOHSIUNG,NEW YORK,2020-03-31 15:54:00,2020-04-02 12:36:00,1,44.7,6.563227540304562,0,0,0
512,MONACO BRIDGE,9757204,KAOHSIUNG,CHARLESTON,2020-05-05 14:48:00,2020-05-07 00:00:00,1,33.2,5.7789191130758155,0,1,0
513,YM WIDTH,9708447,YANTIAN,SAVANNAH,2020-05-06 10:09:00,2020-05-08 06:57:00,1,44.8,6.569357835272092,0,1,0
514,YM WIDTH,9708447,YANTIAN,SAVANNAH,2020-05-06 10:09:00,2020-05-08 08:35:00,1,46.43333333333333,6.668091856977103,0,1,0
515,YM WIDTH,9708447,YANTIAN,SAVANNAH,2020-05-06 10:09:00,2020-05-08 07:13:00,1,45.06666666666667,6.58565629681652,0,1,0
