,HAZMAT,IS_WEEKEND,Vessel_size_category,VTT,AVERAGE_BERTH_TIME,Total_Arrival_in_Window,Terminals_in_Port,UNIQUE_VESSELS_RATIO,ARRIVALS_RATIO,Predicted,Error,Absolute Error,Actual
759,0,1,2,27.416666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,85.58823413217668,-8.754900798843352,8.754900798843352,76.83333333333333
682,1,1,2,30.2,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,116.90808541086058,-13.041418744193919,13.041418744193919,103.86666666666666
486,0,1,2,17.516666666666666,19.226530612244897,760,1,1.0,1.0,22.888232135273306,-1.2048988019399722,1.2048988019399722,21.683333333333334
196,0,1,0,20.75,19.226530612244897,760,1,1.0,1.0,63.11705884610571,17.966274487227622,17.966274487227622,81.08333333333333
584,0,0,0,34.25,48.410833333333336,174,2,0.8571428571428571,0.875,123.55819689802254,7.341803101977462,7.341803101977462,130.9
81,0,0,0,34.35,29.420617283950616,2088,1,1.0,1.0,44.391713884453395,6.574952782213273,6.574952782213273,50.96666666666667
765,0,1,2,21.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,70.54273403632742,-18.70940070299408,18.70940070299408,51.833333333333336
440,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,148.59485564674657,-116.41152231341323,116.41152231341323,32.18333333333333
599,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,117.22190623506889,8.128093764931108,8.128093764931108,125.35
239,0,0,0,17.566666666666666,29.420617283950616,2088,1,1.0,1.0,97.74346139829396,5.1232052683727005,5.1232052683727005,102.86666666666666
873,0,0,2,204.15,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,280.3905111682258,-88.30717783489254,88.30717783489254,192.0833333333333
211,0,0,0,28.433333333333334,25.13589743589744,39,2,0.9090909090909092,0.9230769230769232,41.960400547517565,-21.877067214184237,21.877067214184237,20.08333333333333
695,1,0,2,42.7,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,136.04458718611355,-10.544587186113546,10.544587186113546,125.5
