SHIPMENTID,VESSEL,IMO,VOYAGE#,ORIGIN_PORT,DESTINATION_PORT,ARRIVAL_TIME,GATEOUT_TIME,EQUIPMENTTYPECODE,HAZMAT,GROSS_WEIGHT,weight_uom
27217,HENRY HUDSON BRIDGE,9302176,069E,KOBE,LOS ANGELES,21-11-2019 05:14,25-11-2019 16:21,40ST,N,,
27219,HENRY HUDSON BRIDGE,9302176,069E,KOBE,LOS ANGELES,21-11-2019 05:14,25-11-2019 16:29,40ST,N,,
27260,TEXAS TRADER,9295165,201E,NAGOYA,TACOMA,17-11-2019 18:34,21-11-2019 13:41,20ST,N,,
27262,TEXAS TRADER,9295165,201E,NAGOYA,TACOMA,17-11-2019 18:34,20-11-2019 09:23,40HC,N,,
27275,ONE ARCADIA,9468310,045E,HONG KONG,LOS ANGELES,23-11-2019 15:44,27-11-2019 09:39,40HC,N,,
27287,TEXAS TRADER,9295165,201E,TOKYO,TACOMA,17-11-2019 18:34,19-11-2019 14:07,20ST,N,,
27289,TEXAS TRADER,9295165,201E,TOKYO,TACOMA,17-11-2019 18:34,18-11-2019 11:22,20FR,N,,
27291,TEXAS TRADER,9295165,201E,TOKYO,TACOMA,17-11-2019 18:34,19-11-2019 10:58,40ST,N,,
27293,TEXAS TRADER,9295165,201E,TOKYO,TACOMA,17-11-2019 18:34,19-11-2019 14:00,40ST,N,,
27354,ONE ARCADIA,9468310,045E,YANTIAN,LOS ANGELES,23-11-2019 15:44,25-11-2019 15:14,40HC,N,,
27366,CHACABUCO,9295957,004W,HAMBURG,NEW YORK,29-11-2019 06:08,04-12-2019 14:39,40ST,N,,
27369,YM UTOPIA,9337456,069E,SHANGHAI,NORFOLK,13-12-2019 14:39,20-12-2019 12:57,40HC,N,,
27379,ONE ARCADIA,9468310,045E,YANTIAN,LOS ANGELES,23-11-2019 15:44,26-11-2019 08:39,40HC,N,,
27381,YM UPSURGENCE,9462720,040E,SHANGHAI,SEATTLE,26-11-2019 01:33,02-12-2019 14:53,20ST,N,,
27383,HENRY HUDSON BRIDGE,9302176,069E,NAGOYA,LOS ANGELES,21-11-2019 05:14,25-11-2019 16:47,20ST,N,,
27385,ONE ARCADIA,9468310,045E,HONG KONG,LOS ANGELES,23-11-2019 15:44,27-11-2019 10:05,40ST,N,,
27387,ONE ARCADIA,9468310,045E,YANTIAN,OAKLAND,29-11-2019 19:09,03-12-2019 10:38,40HC,N,,
27393,TEXAS TRADER,9295165,201E,TOKYO,TACOMA,17-11-2019 18:34,18-11-2019 14:26,20ST,N,,
27395,TEXAS TRADER,9295165,201E,TOKYO,TACOMA,17-11-2019 18:34,18-11-2019 10:42,20FR,N,,
27397,TEXAS TRADER,9295165,201E,TOKYO,TACOMA,17-11-2019 18:34,19-11-2019 15:33,40ST,N,,
27399,TEXAS TRADER,9295165,201E,TOKYO,TACOMA,17-11-2019 18:34,19-11-2019 16:33,40ST,N,,
27415,HENRY HUDSON BRIDGE,9302176,069E,NAGOYA,LOS ANGELES,21-11-2019 05:14,27-11-2019 17:57,20ST,N,,
27436,ONE ARCADIA,9468310,045E,YANTIAN,LOS ANGELES,23-11-2019 15:44,26-11-2019 08:27,40ST,N,,
27438,ONE ARCADIA,9468310,045E,YANTIAN,LOS ANGELES,23-11-2019 15:44,02-12-2019 09:08,40ST,N,,
27518,HENRY HUDSON BRIDGE,9302176,069E,NAGOYA,LOS ANGELES,21-11-2019 05:14,27-11-2019 13:44,20ST,N,,
27564,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,25-11-2019 13:52,20ST,N,,
27570,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,OAKLAND,26-11-2019 07:48,27-11-2019 10:55,40ST,N,,
27575,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,25-11-2019 14:22,40HC,N,,
27583,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,29-11-2019 08:26,40ST,N,,
27594,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,25-11-2019 08:37,40OT,N,,
27610,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,27-11-2019 11:17,40ST,N,,
27615,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,25-11-2019 18:56,40ST,N,,
27632,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,26-11-2019 00:47,40ST,N,,
27634,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,26-11-2019 15:59,40ST,N,,
27673,MOL MAESTRO,9415727,050E,TOKYO,SAVANNAH,03-12-2019 12:49,04-12-2019 15:54,40ST,N,,
27677,MOL MAESTRO,9415727,050E,TOKYO,SAVANNAH,03-12-2019 12:49,05-12-2019 15:47,UCU,N,,
27681,HENRY HUDSON BRIDGE,9302176,069E,TOKYO,LOS ANGELES,21-11-2019 05:14,25-11-2019 14:27,40ST,N,,
27724,MOL MAESTRO,9415727,050E,TOKYO,SAVANNAH,03-12-2019 12:49,05-12-2019 14:28,20ST,N,,
27945,EXPRESS ROME,9484936,017E,HONG KONG,LOS ANGELES,29-11-2019 00:09,02-12-2019 20:08,40ST,N,,
27947,EXPRESS ROME,9484936,017E,HONG KONG,LOS ANGELES,29-11-2019 00:09,03-12-2019 00:00,20ST,N,,
27969,EXPRESS ROME,9484936,017E,HONG KONG,LOS ANGELES,29-11-2019 00:09,04-12-2019 15:39,40HC,N,,
27971,EXPRESS ROME,9484936,017E,HONG KONG,LOS ANGELES,29-11-2019 00:09,04-12-2019 10:28,40HC,N,,
27973,EXPRESS ROME,9484936,017E,HONG KONG,LOS ANGELES,29-11-2019 00:09,03-12-2019 10:14,40HC,N,,
28864,SEASPAN GANGES,9630365,016E,PUSAN,NEW YORK,15-12-2019 05:44,19-12-2019 13:49,20ST,N,,
40363,APL ANTWERP,9532795,9146,NHAVA SHEVA,SAVANNAH,18-12-2019 03:24,20-12-2019 09:16,40RF,N,,
40562,ONE HAMBURG,9395159,063E,TOKYO,OAKLAND,12-11-2019 07:09,13-11-2019 15:40,40ST,N,,
40566,NORTHERN JAMBOREE,9450363,102E,HONG KONG,SAVANNAH,01-01-2020 21:54,07-01-2020 16:44,40HC,N,,
40620,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,04-12-2019 11:21,40ST,N,,
40684,ONE HAMBURG,9395159,063E,TOKYO,LOS ANGELES,06-11-2019 05:29,11-11-2019 09:07,40OT,N,,
40844,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,04-12-2019 14:43,40ST,N,,
40847,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,03-12-2019 14:53,40ST,N,,
40872,NYK VEGA,9312781,066E,TOKYO,OAKLAND,04-12-2019 06:48,05-12-2019 19:45,40ST,N,,
40912,HANGZHOU BAY BRIDGE,9566394,034E,SHANGHAI,SAVANNAH,16-12-2019 12:20,18-12-2019 16:37,20ST,N,,
41003,YM WORLD,9684653,024E,HONG KONG,NEW YORK,21-12-2019 06:19,27-12-2019 06:50,20ST,N,,
41006,HANGZHOU BAY BRIDGE,9566394,034E,SHANGHAI,SAVANNAH,16-12-2019 12:20,18-12-2019 13:25,20ST,N,,
41033,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,03-12-2019 09:10,40OT,N,,
41035,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,03-12-2019 10:01,40OT,N,,
41053,HANGZHOU BAY BRIDGE,9566394,034E,SHANGHAI,SAVANNAH,16-12-2019 12:20,18-12-2019 09:29,40HC,N,,
41093,ONE CONTRIBUTION,9629914,038E,QINGDAO,LONG BEACH,16-12-2019 06:54,19-12-2019 09:23,40ST,N,,
41095,ONE CONTRIBUTION,9629914,038E,QINGDAO,LONG BEACH,16-12-2019 06:54,19-12-2019 14:33,40ST,N,,
41097,ONE CONTRIBUTION,9629914,038E,QINGDAO,LONG BEACH,16-12-2019 06:54,18-12-2019 15:34,40ST,N,,
41099,ONE CONTRIBUTION,9629914,038E,QINGDAO,LONG BEACH,16-12-2019 06:54,19-12-2019 14:30,40ST,N,,
41139,NYK VEGA,9312781,066E,NAGOYA,LOS ANGELES,28-11-2019 23:06,04-12-2019 13:19,40HC,N,,
41149,NYK VEGA,9312781,066E,NAGOYA,LOS ANGELES,28-11-2019 23:06,05-12-2019 08:26,40HC,N,,
41161,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,03-12-2019 08:49,40OT,N,,
41190,NYK VEGA,9312781,066E,TOKYO,OAKLAND,04-12-2019 06:48,04-12-2019 16:08,40HR,N,,
41230,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,04-12-2019 19:17,40HC,N,,
41293,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,06-12-2019 13:33,40HC,N,,
41307,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,06-12-2019 15:50,40HC,N,,
41316,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,04-12-2019 20:24,40ST,N,,
41319,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,04-12-2019 16:25,40ST,N,,
41322,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,04-12-2019 15:43,40ST,N,,
41339,NYK VEGA,9312781,066E,TOKYO,LOS ANGELES,28-11-2019 23:06,04-12-2019 19:55,20ST,N,,
41373,NYK VEGA,9312781,066E,NAGOYA,LOS ANGELES,28-11-2019 23:06,04-12-2019 16:20,40ST,N,,
61665,MONACO BRIDGE,9757204,008E,YANTIAN,NEW YORK,04-11-2019 15:59,08-11-2019 10:48,42G0,,6790,KG
61673,MONACO BRIDGE,9757204,008E,YANTIAN,NEW YORK,04-11-2019 15:59,12-11-2019 12:47,42G0,,6790,KG
61704,SEASPAN HUDSON,9630418,014E,XIAMEN,NEW YORK,15-11-2019 05:29,19-11-2019 14:05,22G0,,31008,KG
61707,SEASPAN HUDSON,9630418,014E,XIAMEN,NEW YORK,15-11-2019 05:29,19-11-2019 13:14,45G0,,31008,KG
61709,SEASPAN HUDSON,9630418,014E,XIAMEN,NEW YORK,15-11-2019 05:29,20-11-2019 08:09,45G0,,31008,KG
61711,SEASPAN HUDSON,9630418,014E,XIAMEN,NEW YORK,15-11-2019 05:29,20-11-2019 11:23,45G0,,31008,KG
62156,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,02-12-2019 11:13,45G0,,6220,KG
62160,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,03-12-2019 11:15,45G0,,6220,KG
62203,YM WORLD,9684653,024E,YANTIAN,NEW YORK,21-12-2019 06:19,26-12-2019 14:43,40HC,,10700,KG
62206,YM WORLD,9684653,024E,YANTIAN,NEW YORK,21-12-2019 06:19,27-12-2019 09:19,40HC,,10700,KG
62209,YM WORLD,9684653,024E,YANTIAN,NEW YORK,21-12-2019 06:19,30-12-2019 06:39,40HC,,10700,KG
80973,TSINGTAO EXPRESS,9320702,068E,YANTIAN,TACOMA,20-10-2019 04:34,24-10-2019 11:08,45G0,,,
80975,TSINGTAO EXPRESS,9320702,068E,YANTIAN,TACOMA,20-10-2019 04:34,24-10-2019 11:08,45G0,,,
81983,MEISHAN BRIDGE,9805465,007E,YANTIAN,NEW YORK,08-10-2019 07:48,15-10-2019 11:16,42G0,,13000,KG
81988,MEISHAN BRIDGE,9805465,007E,YANTIAN,NEW YORK,08-10-2019 07:48,10-10-2019 11:37,42G0,,13000,KG
81992,MEISHAN BRIDGE,9805465,007E,YANTIAN,NEW YORK,08-10-2019 07:48,11-10-2019 10:49,42G0,,13000,KG
81995,MEISHAN BRIDGE,9805465,007E,YANTIAN,NEW YORK,08-10-2019 07:48,11-10-2019 10:36,42G0,,13000,KG
123775,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,05-12-2019 07:32,40HC,,20049,KG
123781,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,04-12-2019 07:37,40HC,,20049,KG
123785,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,04-12-2019 07:43,40HC,,20049,KG
123788,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,05-12-2019 06:53,40HC,,20049,KG
123792,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,05-12-2019 07:16,40HC,,20049,KG
123797,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,05-12-2019 07:12,40HC,,20049,KG
127744,YM UNICORN,9462732,041E,YANTIAN,LOS ANGELES,05-12-2019 14:49,09-12-2019 11:30,40HC,,7070,KG
130251,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,29-01-2020 15:09,40HC,,8121,KG
130251,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,29-01-2020 16:00,40HC,,8121,KG
130253,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,27-01-2020 09:00,40HC,,8121,KG
130256,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,28-01-2020 14:40,40HC,,8121,KG
130689,ANTWERPEN EXPRESS,9612997,033E,YANTIAN,NEW YORK,06-12-2019 17:24,12-12-2019 16:31,40HC,,7337,KG
130725,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,27-01-2020 15:11,40HC,,14170,KG
130729,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,27-01-2020 07:17,40HC,,14170,KG
130755,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,27-01-2020 08:48,40HC,,4140,KG
130755,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,27-01-2020 10:00,40HC,,4140,KG
132276,ONE APUS,9806079,003E,YANTIAN,NEW YORK,13-12-2019 10:18,18-12-2019 10:51,40HC,,6360,KG
132281,ONE APUS,9806079,003E,YANTIAN,NEW YORK,13-12-2019 10:18,18-12-2019 13:44,40HC,,6360,KG
132287,YM WORLD,9684653,024E,YANTIAN,NEW YORK,21-12-2019 06:19,27-12-2019 07:01,40HC,,10780,KG
134081,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,28-01-2020 07:21,40HC,,11670,KG
134082,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,27-01-2020 08:58,40HC,,11670,KG
134087,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,28-01-2020 07:10,40HC,,11670,KG
134280,NYK ADONIS,9468293,051E,YANTIAN,LOS ANGELES,15-12-2019 06:20,17-12-2019 07:40,40HC,,4060,KG
134418,YM WORLD,9684653,024E,YANTIAN,NEW YORK,21-12-2019 06:19,26-12-2019 12:53,40HC,,4648,KG
134542,ONE ARCADIA,9468310,045E,YANTIAN,LOS ANGELES,23-11-2019 15:44,03-12-2019 09:55,40HC,,3280,KG
134618,ONE ARCADIA,9468310,045E,YANTIAN,LOS ANGELES,23-11-2019 15:44,26-11-2019 11:43,40HC,,3910,KG
134618,ONE ARCADIA,9468310,045E,YANTIAN,LOS ANGELES,23-11-2019 15:44,26-11-2019 08:00,40HC,,3910,KG
134706,SEASPAN BRIGHTNESS,9685346,027E,YANTIAN,LOS ANGELES,15-11-2019 14:54,20-11-2019 10:58,40HC,,9920,KG
134708,SEASPAN BRIGHTNESS,9685346,027E,YANTIAN,LOS ANGELES,15-11-2019 14:54,20-11-2019 10:58,40HC,,9920,KG
134718,YM UNIFORM,9337482,209E,YANTIAN,NEW YORK,29-11-2019 18:39,02-12-2019 12:25,40HC,,9425,KG
134756,YM WARMTH,9704647,021E,YANTIAN,NEW YORK,23-11-2019 19:24,26-11-2019 07:51,40HC,,3299,KG
134822,YM WARMTH,9704647,021E,YANTIAN,NEW YORK,23-11-2019 19:24,27-11-2019 09:15,20ST,,3108,KG
134822,YM WARMTH,9704647,021E,YANTIAN,NEW YORK,23-11-2019 19:24,27-11-2019 11:43,20ST,,3108,KG
135047,SEASPAN HUDSON,9630418,014E,YANTIAN,NEW YORK,15-11-2019 05:29,21-11-2019 14:43,40ST,,3290,KG
137100,NYK SWAN,9741437,011E,YANTIAN,NEW YORK,31-12-2019 07:42,07-01-2020 07:52,40HC,,10550,KG
137106,NYK SWAN,9741437,011E,YANTIAN,NEW YORK,31-12-2019 07:42,07-01-2020 09:58,40HC,,10550,KG
137112,NYK SWAN,9741437,011E,YANTIAN,NEW YORK,31-12-2019 07:42,07-01-2020 07:03,40HC,,10550,KG
137895,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,06-02-2020 08:26,40HC,,14509,KG
137899,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,06-02-2020 11:05,40HC,,14509,KG
137903,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,06-02-2020 08:06,40HC,,14509,KG
137906,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,05-02-2020 08:45,40HC,,14509,KG
137957,ONE APUS,9806079,003E,YANTIAN,NEW YORK,13-12-2019 10:18,18-12-2019 11:08,40HC,,12650,KG
137963,ONE APUS,9806079,003E,YANTIAN,NEW YORK,13-12-2019 10:18,18-12-2019 07:00,40HC,,12650,KG
137965,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,05-02-2020 12:18,40HC,,4849,KG
138092,YM UBERTY,9337444,075E,YANTIAN,LOS ANGELES,27-12-2019 04:54,03-01-2020 09:30,40HC,,16529,KG
138098,YM UBERTY,9337444,075E,YANTIAN,LOS ANGELES,27-12-2019 04:54,07-01-2020 15:44,40HC,,16529,KG
139914,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,13-01-2020 15:19,40HC,,13852,KG
139920,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,13-01-2020 07:41,40HC,,13852,KG
139928,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,14-01-2020 09:52,40HC,,13852,KG
139937,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,13-01-2020 15:37,40HC,,13852,KG
140354,ARISTOMENIS,9408841,011E,YANTIAN,LOS ANGELES,30-01-2020 14:59,05-02-2020 07:50,40HC,,12934,KG
140354,ARISTOMENIS,9408841,011E,YANTIAN,LOS ANGELES,30-01-2020 14:59,05-02-2020 08:00,40HC,,12934,KG
140357,ARISTOMENIS,9408841,011E,YANTIAN,LOS ANGELES,30-01-2020 14:59,04-02-2020 14:00,40HC,,12934,KG
142982,SEASPAN THAMES,9630377,014E,SHANGHAI,NEW YORK,06-01-2020 19:24,13-01-2020 09:49,20ST,,11546,KG
142986,SEASPAN THAMES,9630377,014E,SHANGHAI,NEW YORK,06-01-2020 19:24,13-01-2020 15:36,40ST,,11546,KG
143409,NYK SWAN,9741437,011E,YANTIAN,NEW YORK,31-12-2019 07:42,07-01-2020 08:12,40HC,,7780,KG
145219,UNAYZAH,9525871,016E,YANTIAN,NEW YORK,25-01-2020 04:49,29-01-2020 09:10,40HC,,4301,KG
145255,NYK ADONIS,9468293,052E,YANTIAN,LOS ANGELES,25-01-2020 15:59,28-01-2020 09:36,40HC,,15036,KG
145259,NYK ADONIS,9468293,052E,YANTIAN,LOS ANGELES,25-01-2020 15:59,28-01-2020 08:07,40HC,,15036,KG
145263,NYK ADONIS,9468293,052E,YANTIAN,LOS ANGELES,25-01-2020 15:59,28-01-2020 11:03,40HC,,15036,KG
145531,EXPRESS ROME,9484936,018E,YANTIAN,NEW YORK,28-02-2020 06:49,03-03-2020 09:56,40HC,,6250,KG
145539,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,14-01-2020 07:17,40HC,,6470,KG
145543,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,13-01-2020 15:04,40HC,,6470,KG
150286,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,13-01-2020 13:40,40HC,,9880,KG
150290,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,13-01-2020 09:28,40HC,,9880,KG
150294,MEISHAN BRIDGE,9805465,008E,YANTIAN,NEW YORK,07-01-2020 00:49,13-01-2020 10:59,40HC,,9880,KG
150307,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,21-01-2020 11:57,40HC,,13161,KG
150311,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 15:10,40HC,,13161,KG
150317,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 08:00,40HC,,13161,KG
150321,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 06:45,40HC,,13161,KG
150325,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 11:18,40HC,,9820,KG
150329,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 07:33,40HC,,9820,KG
150333,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 12:34,40HC,,9820,KG
150352,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,06-02-2020 07:07,40HC,,10497,KG
150354,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,05-02-2020 07:30,40HC,,10497,KG
150354,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,05-02-2020 08:38,40HC,,10497,KG
150440,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 07:25,40HC,,6608,KG
150444,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 16:03,40HC,,6608,KG
150465,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,03-02-2020 18:10,40HC,,14680,KG
150469,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,05-02-2020 11:24,40HC,,14680,KG
150473,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,05-02-2020 10:00,40HC,,,
150478,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,05-02-2020 09:30,40HC,,14680,KG
152004,YM WARMTH,9704647,022E,YANTIAN,NEW YORK,16-02-2020 04:15,19-02-2020 13:55,40HC,,13790,KG
152008,YM WARMTH,9704647,022E,YANTIAN,NEW YORK,16-02-2020 04:15,19-02-2020 12:28,40HC,,13790,KG
154127,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,27-01-2020 07:14,40HC,,14970,KG
154133,ONE IBIS,9741384,018E,YANTIAN,NEW YORK,22-01-2020 21:24,27-01-2020 09:00,40HC,,14970,KG
154253,SEASPAN ZAMBEZI,9630406,017E,SHANGHAI,NEW YORK,13-11-2019 16:59,18-11-2019 13:06,40ST,,7355,KG
154255,SEASPAN ZAMBEZI,9630406,017E,SHANGHAI,NEW YORK,13-11-2019 16:59,18-11-2019 10:48,20ST,,7355,KG
154275,YM MASCULINITY,9485007,061E,YANTIAN,LOS ANGELES,17-12-2019 04:59,20-12-2019 10:53,40HC,,4130,KG
154309,SEASPAN BRILLIANCE,9685334,035E,NINGBO,NEW YORK,28-12-2019 11:59,06-01-2020 15:00,LCL7,,125,KG
154313,SEASPAN ZAMBEZI,9630406,017E,NINGBO,NEW YORK,13-11-2019 16:59,20-11-2019 09:00,20ST,,650,KG
154315,SEASPAN BREEZE,9685358,031E,NINGBO,NEW YORK,09-01-2020 09:30,14-01-2020 15:00,20ST,,260,KG
154319,SEASPAN GANGES,9630365,016E,NINGBO,NEW YORK,15-12-2019 05:44,23-12-2019 08:00,LCL7,,152,KG
154469,SEASPAN THAMES,9630377,014E,NINGBO,NEW YORK,06-01-2020 19:24,10-01-2020 15:00,LCL7,,280,KG
154863,UNAYZAH,9525871,016E,YANTIAN,NEW YORK,25-01-2020 04:49,29-01-2020 09:32,40HC,,3028,KG
154863,UNAYZAH,9525871,016E,YANTIAN,NEW YORK,25-01-2020 04:49,29-01-2020 15:00,40HC,,3028,KG
154865,UNAYZAH,9525871,016E,YANTIAN,NEW YORK,25-01-2020 04:49,30-01-2020 09:15,40HC,,7330,KG
154867,UNAYZAH,9525871,016E,YANTIAN,NEW YORK,25-01-2020 04:49,29-01-2020 09:32,40HC,,7330,KG
154869,UNAYZAH,9525871,16E,YANTIAN,NEW YORK,25-01-2020 04:49,30-01-2020 14:16,40HC,,13440,KG
154873,UNAYZAH,9525871,16E,YANTIAN,NEW YORK,25-01-2020 04:49,30-01-2020 07:27,40HC,,13440,KG
154878,UNAYZAH,9525871,16E,YANTIAN,NEW YORK,25-01-2020 04:49,29-01-2020 07:42,40HC,,13440,KG
156171,SEASPAN ZAMBEZI,9630406,018E,SHANGHAI,NEW YORK,29-01-2020 07:29,03-02-2020 15:24,40HC,,9572,KG
156174,SEASPAN ZAMBEZI,9630406,018E,SHANGHAI,NEW YORK,29-01-2020 07:29,03-02-2020 08:27,40HC,,9572,KG
156176,SEASPAN ZAMBEZI,9630406,018E,SHANGHAI,NEW YORK,29-01-2020 07:29,04-02-2020 11:26,40HC,,9572,KG
159475,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 16:36,40HC,,13820,KG
159481,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 09:00,40HC,,13820,KG
159497,NYK FALCON,9741425,013E,YANTIAN,NEW YORK,12-01-2020 04:42,16-01-2020 07:05,40HC,,13820,KG
159866,NAVIOS CONSTELLATION,9408877,009E,SHANGHAI,NEW YORK,30-01-2020 15:49,06-02-2020 10:02,20ST,,8784,KG
159867,NAVIOS CONSTELLATION,9408877,009E,SHANGHAI,NEW YORK,30-01-2020 15:49,05-02-2020 12:55,40HC,,8784,KG
159928,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,06-02-2020 08:53,40HC,,7290,KG
160053,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,06-02-2020 08:48,40HC,,15130,KG
160065,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,06-02-2020 08:04,40HC,,15130,KG
160077,MONACO BRIDGE,9757204,009E,YANTIAN,NEW YORK,01-02-2020 03:32,06-02-2020 08:55,40HC,,15130,KG
160656,ANTWERPEN EXPRESS,9612997,034E,YANTIAN,NEW YORK,23-02-2020 09:35,25-02-2020 11:46,40HC,,14230,KG
163015,ANTWERPEN EXPRESS,9612997,034E,YANTIAN,NEW YORK,23-02-2020 09:35,26-02-2020 09:12,40HC,,6870,KG
163017,ANTWERPEN EXPRESS,9612997,034E,YANTIAN,NEW YORK,23-02-2020 09:35,26-02-2020 09:56,40HC,,6870,KG
