,VESSEL,IMO,ORIGIN_PORT,DESTINATION_PORT,ARRIVAL_TIME,GATEOUT_TIME,HAZMAT,IMPORT_DWELL,IMPORT_DWELL_SCALED,RF,Container_Size,IS_WEEKEND,LENGTH,CLUSTER,VESSEL_CATEGORY,Terminal,Departure Time,VTT,AVERAGE_BERTH_TIME,Total_Arrival_in_Window,Terminals_in_Port,UNIQUE_VESSELS_RATIO,ARRIVALS_RATIO
234,EXPRESS BERLIN,9484924,YANTIAN,OAKLAND,2019-10-23 20:14:00,2019-10-31 08:11:00,0,179.95,11.184556654440856,0,0,0,349,2,Large,TRAPAC OAKLAND,2019-10-25 04:09:00,31.916666666666668,48.410833333333336,174,2,0.8571428571428571,0.875
235,NYK TRITON,9356713,NHAVA SHEVA,LONG BEACH,2019-11-08 15:30:00,2019-11-11 18:45:00,0,75.25,8.095107834483724,0,1,0,304,0,Medium,ITS (INTL TRANSPORTATION SERVICES),2019-11-12 18:08:00,98.63333333333334,117.25354609929079,1325,1,1.0,1.0
236,NYK TRITON,9356713,CAI MEP,LONG BEACH,2020-04-09 17:30:00,2020-04-15 13:25:00,1,139.91666666666666,10.218356171990628,0,1,0,304,0,Medium,ITS (INTL TRANSPORTATION SERVICES),2020-04-13 16:54:00,95.4,117.25354609929079,1325,1,1.0,1.0
237,NYK TRITON,9356713,KAOHSIUNG,VANCOUVER,2020-12-29 21:42:00,2021-01-05 13:10:00,0,159.46666666666667,10.712488402510786,0,0,0,304,0,Medium,3891 DELTAPORT GCT,2021-01-04 14:35:00,136.88333333333333,98.04411764705883,49,1,1.0,1.0
238,NYK TRITON,9356713,KAOHSIUNG,VANCOUVER,2021-02-26 00:48:00,2021-03-03 14:02:00,0,133.23333333333332,10.037803620981151,0,0,0,304,0,Medium,3891 DELTAPORT GCT,2021-03-01 08:34:00,79.76666666666667,98.04411764705883,49,1,1.0,1.0
239,YM MODESTY,9664885,LAEM CHABANG,SAVANNAH,2019-11-08 05:45:00,2019-11-12 12:37:00,0,102.86666666666666,9.121612008434871,0,0,0,292,0,Medium,GARDEN CITY TERMINAL,2019-11-08 23:19:00,17.566666666666666,29.420617283950616,2088,1,1.0,1.0
240,YM MODESTY,9664885,SURABAYA,NEW YORK,2020-12-26 06:29:00,2021-01-04 15:41:00,0,225.2,12.101984030082091,0,0,1,292,0,Medium,GCT BAYONNE TERMINAL,2020-12-28 23:12:00,64.71666666666667,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
241,TENO,9447859,NHAVA SHEVA,CHARLESTON,2019-11-09 03:14:00,2019-11-12 10:38:00,0,79.4,8.265374902725618,0,1,1,299,0,Medium,WWT (WANDO WELCH TERMINAL),2019-11-10 03:24:00,24.166666666666668,19.226530612244897,760,1,1.0,1.0
242,TENO,9447859,NHAVA SHEVA,SAVANNAH,2019-11-07 03:40:00,2019-11-12 11:40:00,0,128.0,9.891720507769518,1,1,0,299,0,Medium,GARDEN CITY TERMINAL,2019-11-08 14:05:00,34.416666666666664,29.420617283950616,2088,1,1.0,1.0
243,TENO,9447859,NHAVA SHEVA,SAVANNAH,2019-11-07 03:40:00,2019-11-08 15:24:00,0,35.733333333333334,5.967104846179131,1,1,0,299,0,Medium,GARDEN CITY TERMINAL,2019-11-08 14:05:00,34.416666666666664,29.420617283950616,2088,1,1.0,1.0
244,TENO,9447859,NHAVA SHEVA,NEW YORK,2019-10-30 18:04:00,2019-10-31 16:46:00,0,22.7,4.86246025676689,1,1,0,299,0,Medium,APM TERMINALS NEWARK,2019-11-01 19:34:00,49.5,41.09047619047619,3237,3,0.06818181818181818,0.02040816326530612
245,TENO,9447859,NHAVA SHEVA,NEW YORK,2019-10-30 18:04:00,2019-10-31 16:42:00,0,22.633333333333333,4.855724793623999,1,1,0,299,0,Medium,APM TERMINALS NEWARK,2019-11-01 19:34:00,49.5,41.09047619047619,3237,3,0.06818181818181818,0.02040816326530612
246,CONTI CONQUEST,9293818,SHANGHAI,NORFOLK,2019-10-26 06:48:00,2019-10-31 14:55:00,0,128.11666666666667,9.895024517953289,0,1,1,334,2,Large,NIT (NORFOLK INTL TERMINAL),2019-10-27 15:06:00,32.3,25.135897435897434,39,2,0.9090909090909091,0.9230769230769231
247,CONTI CONQUEST,9293818,CAI MEP,VANCOUVER,2020-06-22 11:48:00,2020-07-01 00:28:00,0,204.66666666666663,11.70426439498786,0,1,0,334,2,Large,3891 DELTAPORT GCT,2020-06-24 17:30:00,53.7,98.04411764705883,49,1,1.0,1.0
248,CONTI CONQUEST,9293818,KAOHSIUNG,JACKSONVILLE,2020-12-04 23:36:00,2020-12-10 08:51:00,0,129.25,9.927006173101097,0,0,0,334,2,Large,TRAPAC JACKSONVILLE,2020-12-06 01:54:00,26.3,20.633333333333336,6,1,1.0,1.0
249,CONTI CONQUEST,9293818,KAOHSIUNG,SAVANNAH,2021-02-25 22:04:00,2021-03-03 14:50:00,0,136.76666666666668,10.134065808254192,0,0,0,334,2,Large,GARDEN CITY TERMINAL,2021-02-27 09:34:00,35.5,29.420617283950616,2088,1,1.0,1.0
250,MOL MODERN,9475636,PUSAN,CHARLESTON,2019-11-15 05:34:00,2019-11-20 14:22:00,0,128.8,9.914332326483096,0,1,0,302,0,Medium,WWT (WANDO WELCH TERMINAL),2019-11-15 23:10:00,17.6,19.226530612244897,760,1,1.0,1.0
251,MOL MODERN,9475636,PUSAN,CHARLESTON,2019-11-15 05:34:00,2019-11-18 14:11:00,0,80.61666666666666,8.314050483590055,0,1,0,302,0,Medium,WWT (WANDO WELCH TERMINAL),2019-11-15 23:10:00,17.6,19.226530612244897,760,1,1.0,1.0
252,MOL MODERN,9475636,SHANGHAI,CHARLESTON,2019-11-15 05:34:00,2019-11-20 13:29:00,0,127.91666666666669,9.88935914599467,0,0,0,302,0,Medium,WWT (WANDO WELCH TERMINAL),2019-11-15 23:10:00,17.6,19.226530612244897,760,1,1.0,1.0
253,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2019-11-12 07:25:00,2019-11-13 10:59:00,0,27.566666666666663,5.319134000762623,0,1,0,302,0,Medium,GARDEN CITY TERMINAL,2019-11-13 09:35:00,26.166666666666668,29.420617283950616,2088,1,1.0,1.0
254,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2019-11-12 07:25:00,2019-11-13 15:32:00,0,32.11666666666667,5.695214662917937,0,0,0,302,0,Medium,GARDEN CITY TERMINAL,2019-11-13 09:35:00,26.166666666666668,29.420617283950616,2088,1,1.0,1.0
255,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2019-11-12 07:25:00,2019-11-13 09:50:00,0,26.416666666666668,5.216924392955292,0,1,0,302,0,Medium,GARDEN CITY TERMINAL,2019-11-13 09:35:00,26.166666666666668,29.420617283950616,2088,1,1.0,1.0
256,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2019-11-12 07:25:00,2019-11-14 09:49:00,0,50.4,6.897675170771351,0,1,0,302,0,Medium,GARDEN CITY TERMINAL,2019-11-13 09:35:00,26.166666666666668,29.420617283950616,2088,1,1.0,1.0
257,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2019-11-12 07:25:00,2019-11-15 09:39:00,0,74.23333333333333,8.052347783425427,0,0,0,302,0,Medium,GARDEN CITY TERMINAL,2019-11-13 09:35:00,26.166666666666668,29.420617283950616,2088,1,1.0,1.0
258,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2020-12-10 04:25:00,2020-12-10 11:13:00,0,6.8,2.499160573516749,0,1,0,302,0,Medium,GARDEN CITY TERMINAL,2020-12-11 19:05:00,38.666666666666664,29.420617283950616,2088,1,1.0,1.0
259,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2020-12-10 04:25:00,2020-12-10 11:13:00,0,6.8,2.499160573516749,0,1,0,302,0,Medium,GARDEN CITY TERMINAL,2020-12-11 19:05:00,38.666666666666664,29.420617283950616,2088,1,1.0,1.0
260,MOL MODERN,9475636,SHANGHAI,SAVANNAH,2020-12-10 04:25:00,2020-12-10 11:13:00,0,6.8,2.499160573516749,0,0,0,302,0,Medium,GARDEN CITY TERMINAL,2020-12-11 19:05:00,38.666666666666664,29.420617283950616,2088,1,1.0,1.0
261,NYK VESTA,9312808,OAKLAND,TOKYO,2019-10-15 15:39:00,2019-10-18 14:08:00,0,70.48333333333333,7.890805513150103,0,0,0,338,2,Large,OHI NO.6-7 TERMINAL,2019-10-16 03:00:00,11.35,11.35,2,1,1.0,1.0
262,NYK VESTA,9312808,TOKYO,SINGAPORE,2020-12-29 15:50:00,2020-12-31 06:13:00,0,38.38333333333333,6.15374558414856,0,1,0,338,2,Large,PSA (PORT OF SINGAPORE AUTHORITY),2020-12-30 23:40:00,31.833333333333332,36.58333333333333,108,1,1.0,1.0
263,YM EXPRESS,9496628,NEW YORK,ROTTERDAM,2019-10-09 21:43:00,2019-10-11 16:25:00,0,42.7,6.438450840964393,0,1,0,259,0,Medium,ECT DELTA TERMINAL,2019-10-10 15:39:00,17.933333333333334,17.933333333333334,2,1,1.0,1.0
264,YM UTILITY,9337470,HONG KONG,SAVANNAH,2019-11-13 09:15:00,2019-11-14 11:49:00,0,26.566666666666663,5.230439158853321,0,1,0,333,2,Large,GARDEN CITY TERMINAL,2019-11-14 20:01:00,34.766666666666666,29.420617283950616,2088,1,1.0,1.0
265,YM UTILITY,9337470,SHANGHAI,SAVANNAH,2019-11-13 09:15:00,2019-11-14 11:53:00,0,26.633333333333333,5.236427735442412,0,1,0,333,2,Large,GARDEN CITY TERMINAL,2019-11-14 20:01:00,34.766666666666666,29.420617283950616,2088,1,1.0,1.0
266,YM UTILITY,9337470,KAOHSIUNG,NEW YORK,2020-06-25 20:44:00,2020-06-29 00:00:00,1,75.26666666666667,8.095805274087065,0,1,0,333,2,Large,GCT BAYONNE TERMINAL,2020-06-26 16:49:00,20.083333333333332,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
267,YM UTILITY,9337470,KAOHSIUNG,NEW YORK,2020-06-25 20:44:00,2020-06-29 00:00:00,1,75.26666666666667,8.095805274087065,0,1,0,333,2,Large,GCT BAYONNE TERMINAL,2020-06-26 16:49:00,20.083333333333332,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
268,YM UTILITY,9337470,KAOHSIUNG,NEW YORK,2020-06-25 20:44:00,2020-06-29 00:00:00,1,75.26666666666667,8.095805274087065,0,1,0,333,2,Large,GCT BAYONNE TERMINAL,2020-06-26 16:49:00,20.083333333333332,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
269,SEASPAN ZAMBEZI,9630406,QINGDAO,SAVANNAH,2019-11-25 04:29:00,2019-11-29 13:13:00,0,104.73333333333332,9.183294729617026,0,1,0,336,2,Large,GARDEN CITY TERMINAL,2019-11-26 17:39:00,37.166666666666664,29.420617283950616,2088,1,1.0,1.0
270,SEASPAN ZAMBEZI,9630406,PUSAN,NEW YORK,2019-11-13 16:59:00,2019-11-19 15:14:00,0,142.25,10.279899152449838,0,0,0,336,2,Large,GCT BAYONNE TERMINAL,2019-11-15 11:59:00,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
271,SEASPAN ZAMBEZI,9630406,PUSAN,NEW YORK,2019-11-13 16:59:00,2019-11-14 14:56:00,0,21.95,4.7858316807017145,0,1,0,336,2,Large,GCT BAYONNE TERMINAL,2019-11-15 11:59:00,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
272,SEASPAN ZAMBEZI,9630406,PUSAN,NEW YORK,2019-11-13 16:59:00,2019-11-18 18:54:00,0,121.91666666666669,9.716288872414657,0,0,0,336,2,Large,GCT BAYONNE TERMINAL,2019-11-15 11:59:00,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
273,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2019-11-13 16:59:00,2019-11-18 13:06:00,1,116.11666666666666,9.542934544695294,0,1,0,336,2,Large,GCT BAYONNE TERMINAL,2019-11-15 11:59:00,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
274,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2019-11-13 16:59:00,2019-11-18 10:48:00,1,113.81666666666666,9.472427433080522,0,0,0,336,2,Large,GCT BAYONNE TERMINAL,2019-11-15 11:59:00,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
275,SEASPAN ZAMBEZI,9630406,NINGBO,NEW YORK,2019-11-13 16:59:00,2019-11-20 09:00:00,1,160.01666666666668,10.725729904884863,0,0,0,336,2,Large,GCT BAYONNE TERMINAL,2019-11-15 11:59:00,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
276,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2020-01-29 07:29:00,2020-02-03 15:24:00,1,127.91666666666669,9.88935914599467,0,1,0,336,2,Large,GCT BAYONNE TERMINAL,2020-01-31 12:04:00,52.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
277,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2020-01-29 07:29:00,2020-02-03 08:27:00,1,120.96666666666668,9.688315636083685,0,1,0,336,2,Large,GCT BAYONNE TERMINAL,2020-01-31 12:04:00,52.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
278,SEASPAN ZAMBEZI,9630406,SHANGHAI,NEW YORK,2020-01-29 07:29:00,2020-02-04 11:26:00,1,147.95,10.427181597000722,0,1,0,336,2,Large,GCT BAYONNE TERMINAL,2020-01-31 12:04:00,52.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857143
279,SEATTLE BRIDGE,9560352,NHAVA SHEVA,LONG BEACH,2019-11-14 06:09:00,2019-11-19 16:42:00,0,130.55,9.963438367306908,0,1,0,293,0,Medium,ITS (INTL TRANSPORTATION SERVICES),2019-11-18 05:44:00,95.58333333333333,117.25354609929079,1325,1,1.0,1.0
280,SEATTLE BRIDGE,9560352,PORT KLANG,LONG BEACH,2019-11-14 06:09:00,2019-11-18 23:30:00,0,113.35,9.457994168421855,0,1,0,293,0,Medium,ITS (INTL TRANSPORTATION SERVICES),2019-11-18 05:44:00,95.58333333333333,117.25354609929079,1325,1,1.0,1.0
281,NYK ALTAIR,9468308,QINGDAO,LONG BEACH,2019-11-08 05:30:00,2019-11-15 11:52:00,0,174.36666666666667,11.059967699649052,0,1,0,333,2,Large,ITS (INTL TRANSPORTATION SERVICES),2019-11-13 05:30:00,120.0,117.25354609929079,1325,1,1.0,1.0
282,NYK ALTAIR,9468308,QINGDAO,LONG BEACH,2019-11-08 05:30:00,2019-11-14 14:50:00,0,153.33333333333334,10.562502591915454,0,1,0,333,2,Large,ITS (INTL TRANSPORTATION SERVICES),2019-11-13 05:30:00,120.0,117.25354609929079,1325,1,1.0,1.0
283,ONE ALTAIR,9468308,TOKYO,SINGAPORE,2021-03-07 00:50:00,2021-03-08 05:58:00,0,29.133333333333333,5.453452830411199,0,1,1,333,2,Large,PSA (PORT OF SINGAPORE AUTHORITY),2021-03-08 15:15:00,38.416666666666664,36.58333333333333,108,1,1.0,1.0
284,ONE ALTAIR,9468308,TOKYO,SINGAPORE,2021-03-07 00:50:00,2021-03-08 07:25:00,0,30.58333333333333,5.57312045518637,0,1,1,333,2,Large,PSA (PORT OF SINGAPORE AUTHORITY),2021-03-08 15:15:00,38.416666666666664,36.58333333333333,108,1,1.0,1.0
285,NYK ORPHEUS,9313008,KOBE,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 14:18:00,0,71.06666666666666,7.916342460223932,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
286,NYK ORPHEUS,9313008,NAGOYA,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 10:01:00,0,66.78333333333333,7.725106013501016,0,0,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
287,NYK ORPHEUS,9313008,NAGOYA,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 11:29:00,0,68.25,7.791576285097431,0,0,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
288,NYK ORPHEUS,9313008,NAGOYA,LOS ANGELES,2019-10-27 15:14:00,2019-10-31 09:16:00,0,90.03333333333333,8.673625600332032,0,0,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
289,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-29 13:40:00,0,46.43333333333333,6.668091856977103,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
290,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-29 15:34:00,0,48.333333333333336,6.779786473128097,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
291,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 08:36:00,0,65.36666666666666,7.659875835908542,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
292,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 09:05:00,0,65.85,7.682246517707918,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
293,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 08:38:00,0,65.4,7.661422534958389,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
294,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 14:00:00,0,70.76666666666667,7.903228483411183,0,0,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
295,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 08:33:00,0,65.31666666666666,7.657554700731169,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
296,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 08:32:00,0,65.3,7.6567806989882,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
297,NYK ORPHEUS,9313008,TOKYO,LOS ANGELES,2019-10-27 15:14:00,2019-10-30 15:40:00,0,72.43333333333334,7.975574559264388,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
298,NYK ORPHEUS,9313008,NAGOYA,LOS ANGELES,2019-10-27 15:14:00,2019-10-29 14:33:00,0,47.31666666666667,6.720429606253409,0,1,1,336,2,Large,YTI (YUSEN TERMINAL INTL),2019-10-30 19:24:00,76.16666666666667,123.32713963963965,2937,4,0.41935483870967744,0.6216216216216216
299,NYK ORPHEUS,9313008,TOKYO,OAKLAND,2019-10-31 18:29:00,2019-11-01 11:32:00,0,17.05,4.231050233982184,0,1,0,336,2,Large,TRAPAC OAKLAND,2019-11-01 17:24:00,22.916666666666668,48.410833333333336,174,2,0.8571428571428571,0.875
300,NYK ORPHEUS,9313008,TOKYO,SINGAPORE,2021-02-04 10:55:00,2021-02-05 06:29:00,0,19.566666666666663,4.528790780655576,0,1,0,336,2,Large,PSA (PORT OF SINGAPORE AUTHORITY),2021-02-05 23:00:00,36.083333333333336,36.58333333333333,108,1,1.0,1.0
301,NYK ORPHEUS,9313008,TOKYO,SINGAPORE,2021-02-04 10:55:00,2021-02-05 07:21:00,0,20.433333333333334,4.624792716128196,0,1,0,336,2,Large,PSA (PORT OF SINGAPORE AUTHORITY),2021-02-05 23:00:00,36.083333333333336,36.58333333333333,108,1,1.0,1.0
302,NYK ORPHEUS,9313008,TOKYO,SINGAPORE,2021-02-04 10:55:00,2021-02-05 06:19:00,0,19.4,4.509972325081175,0,1,0,336,2,Large,PSA (PORT OF SINGAPORE AUTHORITY),2021-02-05 23:00:00,36.083333333333336,36.58333333333333,108,1,1.0,1.0
303,FRANKFURT EXPRESS,9450442,HONG KONG,SEATTLE,2019-10-31 17:34:00,2019-11-07 07:40:00,0,158.1,10.679439419948782,0,0,0,335,2,Large,T18 - SEATTLE,2019-11-03 03:08:00,57.56666666666667,85.79722222222222,12,1,1.0,1.0
304,FRANKFURT EXPRESS,9450442,PUSAN,TACOMA,2020-05-25 12:49:00,2020-05-28 11:29:00,1,70.66666666666667,7.898848084252735,0,0,0,335,2,Large,WUT (WASHINGTON UNITED TERMINALS),2020-05-28 19:09:00,78.33333333333333,60.251366120218584,640,2,0.6190476190476191,0.8032786885245902
305,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-07-28 07:00:00,2020-08-03 18:02:00,0,155.03333333333333,10.604509751081869,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-07-29 05:00:00,22.0,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
306,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-07-28 07:00:00,2020-08-03 18:20:00,0,155.33333333333334,10.611887615912028,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-07-29 05:00:00,22.0,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
307,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-11 13:47:00,0,252.78333333333333,12.596312820053424,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
308,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-10 13:54:00,0,228.9,12.170789114976772,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
309,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-11 02:54:00,0,241.9,12.406242895769228,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
310,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-10 08:23:00,0,223.38333333333333,12.067897053582334,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
311,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-11 22:32:00,0,261.53333333333336,12.744812654885786,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
312,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-23 22:55:00,0,549.9166666666666,16.346420859214934,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
313,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-13 13:50:00,0,300.8333333333333,13.370049052301464,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
314,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-13 01:06:00,0,288.1,13.174407389948536,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
315,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-10 20:03:00,0,235.05,12.28336844059722,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
316,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-12 09:22:00,0,272.3666666666667,12.923696349199224,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
317,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-12 19:46:00,0,282.76666666666665,13.09057307109232,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
318,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-11 08:39:00,0,247.65,12.507427601852855,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
319,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-10 02:15:00,0,217.25,11.951288561246312,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
320,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-14 12:47:00,0,323.78333333333336,13.707817133829083,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
321,FRANKFURT EXPRESS,9450442,VANCOUVER,SHANGHAI,2020-10-01 01:00:00,2020-10-12 18:07:00,0,281.1166666666667,13.064401725694008,0,1,0,335,2,Large,SIPG (SHANGHAI INTL PORT GROUP) - WAIGAOQIAO,2020-10-02 11:30:00,34.5,24.482582582582584,4850,3,0.2777777777777778,0.22972972972972974
